#,Name,Team,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,wRC+,BsR,Off,Def,WAR
177,Heliot Ramos,SFG,124,538,19,64,64,6,7.80%,24.00%,0.172,0.309,0.256,0.323,0.428,0.326,111,-0.8,6.2,-10.8,1.4
178,Trevor Story,BOS,108,454,16,52,56,16,6.00%,26.70%,0.167,0.308,0.247,0.298,0.413,0.307,92,1.1,-3.2,0.8,1.4
179,Dylan Crews,WSN,121,515,17,59,63,21,7.20%,21.40%,0.168,0.281,0.243,0.307,0.411,0.312,99,0.9,0.6,-4.5,1.4
180,Jordan Lawlar,ARI,91,354,8,40,38,11,8.80%,25.50%,0.145,0.312,0.243,0.317,0.387,0.308,96,0.5,-1.3,2.7,1.3
181,Sean Murphy,ATL,78,315,12,36,38,1,10.00%,27.00%,0.182,0.267,0.219,0.31,0.401,0.311,98,-0.5,-1.1,2.6,1.3
182,Christian Yelich,MIL,108,471,16,57,60,12,11.10%,23.90%,0.166,0.315,0.258,0.344,0.424,0.334,115,1.2,9.4,-12,1.3
183,Bryan Reynolds,PIT,136,607,20,71,73,5,8.60%,24.40%,0.168,0.312,0.254,0.325,0.422,0.325,106,-0.6,3.8,-10.9,1.3
184,Brandon Marsh,PHI,100,410,11,47,46,9,9.90%,28.30%,0.153,0.337,0.252,0.329,0.405,0.321,104,0.4,2.1,-2.9,1.3
185,Nick Gonzales,PIT,90,382,7,40,42,3,6.50%,20.10%,0.137,0.315,0.263,0.318,0.4,0.313,98,-0.3,-1.2,1.1,1.3
186,Jake Burger,TEX,116,489,24,59,69,2,5.70%,24.80%,0.208,0.282,0.246,0.298,0.455,0.323,108,-0.7,4,-8.3,1.3
187,Jesús Sánchez,HOU,93,386,15,47,49,9,8.60%,24.10%,0.187,0.299,0.25,0.319,0.438,0.327,110,0,4.6,-5.3,1.3
188,Parker Meadows,DET,111,431,11,49,43,12,9.50%,25.10%,0.151,0.287,0.228,0.305,0.379,0.3,91,1,-3.8,1.3,1.3
189,Jonathan India,KCR,117,500,11,57,47,6,10.30%,19.00%,0.135,0.292,0.248,0.339,0.383,0.32,102,-0.1,1.3,-6.1,1.3
190,Mike Trout,LAA,95,422,20,53,55,3,13.20%,30.70%,0.212,0.299,0.232,0.341,0.444,0.337,116,-1,6.9,-9.1,1.3
191,Davis Schneider,TOR,85,353,12,43,39,4,12.80%,28.30%,0.176,0.281,0.22,0.326,0.396,0.319,105,-0.4,1.6,-1.5,1.3
192,Brenton Doyle,COL,117,496,16,56,58,17,6.40%,26.60%,0.163,0.306,0.245,0.296,0.408,0.305,81,1.2,-10.1,5.8,1.3
193,Cole Young,SEA,79,300,5,33,29,5,10.30%,17.30%,0.123,0.28,0.242,0.328,0.365,0.308,103,-0.1,1.1,0.9,1.3
194,Pedro Pagés,STL,69,268,8,27,29,1,7.00%,25.40%,0.142,0.285,0.23,0.29,0.373,0.289,86,-0.7,-5.2,5.4,1.2
195,Ke'Bryan Hayes,CIN,115,459,9,47,46,9,6.90%,20.10%,0.119,0.299,0.251,0.306,0.37,0.296,84,0.2,-8.7,5.7,1.2
196,Jac Caglianone,KCR,100,418,17,51,56,2,7.60%,21.00%,0.195,0.286,0.255,0.319,0.45,0.331,110,-0.4,4.3,-6.6,1.2
197,Kerry Carpenter,DET,95,419,20,53,60,2,6.60%,23.80%,0.219,0.289,0.254,0.311,0.473,0.334,115,-0.7,6.6,-8.9,1.2
198,Romy Gonzalez,BOS,82,326,10,38,40,8,5.60%,24.40%,0.167,0.336,0.272,0.317,0.439,0.325,104,-0.2,1.5,-0.6,1.2
199,Luis Torrens,NYM,52,206,6,22,23,1,6.70%,22.40%,0.148,0.284,0.239,0.296,0.387,0.298,93,-0.3,-1.9,6,1.2
200,Nathan Lukes,TOR,82,359,7,44,37,3,8.40%,15.60%,0.134,0.308,0.273,0.338,0.407,0.325,109,-0.4,3.4,-3.8,1.2
201,Cedric Mullins,TBR,100,408,13,45,45,17,8.90%,22.70%,0.16,0.273,0.232,0.305,0.392,0.305,94,0.6,-2.4,0.3,1.2
202,Harrison Bader,,108,432,12,48,47,12,6.40%,24.10%,0.145,0.301,0.246,0.304,0.391,0.303,93,0.2,-3.4,0.7,1.2
203,Spencer Torkelson,DET,137,577,24,68,73,2,11.00%,26.20%,0.197,0.274,0.229,0.32,0.425,0.323,107,-0.6,3.8,-12.1,1.2
204,Connor Norby,MIA,114,444,13,49,49,9,7.40%,27.20%,0.155,0.308,0.241,0.303,0.396,0.305,93,-0.3,-4,0.6,1.2
205,Ramón Laureano,SDP,104,441,17,51,57,7,7.10%,27.00%,0.183,0.302,0.243,0.307,0.426,0.318,107,-0.8,2.8,-6.1,1.2
206,Christian Walker,HOU,127,531,24,63,70,3,8.50%,26.20%,0.2,0.269,0.23,0.305,0.43,0.317,104,-1.3,1.1,-8,1.2
207,Jacob Young,WSN,84,325,3,33,28,17,7.00%,18.60%,0.09,0.305,0.253,0.313,0.343,0.292,85,1.6,-4.1,4.6,1.2
208,Kevin McGonigle,DET,50,202,5,24,22,4,10.80%,15.00%,0.155,0.281,0.255,0.34,0.41,0.329,111,-0.1,2.5,1.7,1.1
209,Josh Bell,MIN,111,485,18,58,62,2,10.40%,19.00%,0.178,0.28,0.252,0.335,0.43,0.333,113,-1.8,5.7,-11.3,1.1
210,Vaughn Grissom,LAA,88,352,7,35,35,5,8.00%,20.00%,0.124,0.297,0.25,0.317,0.373,0.304,93,0,-2.9,1.7,1.1
211,Nasim Nuñez,WSN,94,359,6,39,30,28,10.10%,22.90%,0.096,0.294,0.232,0.314,0.328,0.288,83,2.2,-5,3.9,1.1
212,Sal Stewart,CIN,89,375,14,46,49,6,8.50%,19.10%,0.181,0.307,0.272,0.338,0.453,0.343,115,-0.2,6.6,-8.3,1.1
213,Dylan Beavers,BAL,79,315,9,36,35,8,12.20%,23.10%,0.156,0.296,0.243,0.339,0.399,0.325,110,0,3.8,-3.8,1.1
214,Spencer Steer,CIN,133,569,20,67,71,9,10.10%,21.50%,0.18,0.275,0.24,0.324,0.419,0.325,103,-0.6,1.5,-9.7,1.1
215,Willi Castro,,121,508,11,55,50,13,8.00%,24.00%,0.134,0.293,0.234,0.311,0.369,0.3,91,0.5,-4.9,-1.5,1.1
216,Victor Scott II,STL,110,416,7,44,37,26,8.00%,21.90%,0.101,0.281,0.227,0.298,0.328,0.28,79,2.6,-7.6,4.5,1.1
217,Rafael Marchán,PHI,76,297,6,31,30,2,8.70%,17.20%,0.126,0.268,0.236,0.31,0.362,0.298,88,-0.6,-4.9,6.8,1.1
218,Ryan O'Hearn,,102,432,13,50,53,3,9.00%,19.00%,0.158,0.305,0.266,0.338,0.424,0.331,112,-1.1,4.9,-8.9,1.1
219,Agustín Ramírez,MIA,103,450,18,54,60,11,7.40%,19.20%,0.191,0.274,0.25,0.312,0.441,0.324,106,-0.3,3.1,-8.1,1.1
220,Jose Trevino,CIN,51,199,6,21,22,1,6.00%,15.40%,0.141,0.271,0.25,0.299,0.391,0.301,87,-0.4,-3.5,3.6,1.1
221,Marcell Ozuna,,111,477,21,59,64,1,12.10%,25.00%,0.198,0.284,0.241,0.336,0.44,0.337,116,-1.6,7.4,-13,1.1
222,Joc Pederson,TEX,85,368,16,46,50,3,11.20%,23.10%,0.202,0.273,0.24,0.338,0.441,0.339,119,-0.8,7.6,-9.9,1.1
223,Danny Jansen,TEX,80,307,12,36,36,1,10.60%,22.90%,0.18,0.251,0.22,0.312,0.4,0.313,101,-0.8,-0.4,4.6,1.1
224,Nick Fortes,TBR,67,256,7,27,27,2,5.80%,17.50%,0.137,0.267,0.24,0.294,0.376,0.294,86,-0.1,-4.3,2.8,1
225,Luis Rengifo,,87,361,9,40,38,10,6.50%,17.80%,0.132,0.292,0.256,0.31,0.388,0.305,94,0.5,-2,-0.1,1
226,Samuel Basallo,BAL,86,325,14,41,42,3,8.30%,24.30%,0.196,0.278,0.24,0.308,0.436,0.321,107,-0.2,2.5,-2.7,1
227,Noelvi Marte,CIN,105,459,16,58,54,13,6.60%,21.90%,0.172,0.299,0.256,0.311,0.428,0.319,100,0.4,0.1,-5.3,1
228,Jake Rogers,DET,49,190,6,20,21,1,8.10%,28.70%,0.16,0.269,0.212,0.281,0.371,0.285,81,-0.2,-4.5,4.3,1
229,Victor Caratini,,65,265,8,29,30,1,7.50%,18.10%,0.146,0.286,0.255,0.323,0.401,0.317,102,-0.9,-0.2,1.3,1
230,Justin Crawford,PHI,80,299,5,34,29,15,7.60%,20.80%,0.109,0.328,0.266,0.325,0.376,0.308,95,1,-0.7,0.8,1
231,Kyle Isbel,KCR,101,382,7,42,39,8,6.40%,19.70%,0.132,0.295,0.249,0.302,0.381,0.298,87,0.7,-5.1,2,1
232,Anthony Santander,TOR,136,567,26,68,75,2,9.50%,22.70%,0.204,0.255,0.231,0.309,0.435,0.321,106,-1.5,2.7,-12.8,1
233,Kyle Karros,COL,89,357,7,37,37,3,8.80%,22.50%,0.133,0.329,0.264,0.335,0.397,0.321,92,-0.5,-4,1.6,1
234,Carson Benge,NYM,91,353,8,39,37,6,9.40%,22.10%,0.138,0.287,0.237,0.316,0.375,0.304,97,-0.2,-1.4,-1,0.9
235,Christian Moore,LAA,91,355,10,37,37,5,9.00%,29.80%,0.148,0.308,0.23,0.304,0.378,0.299,89,-0.2,-4.8,1.6,0.9
236,Carson Williams,TBR,94,367,13,40,41,11,8.30%,33.90%,0.169,0.281,0.206,0.278,0.375,0.286,80,0.1,-8.4,4.7,0.9
237,Wenceel Pérez,DET,103,428,11,46,46,9,8.20%,22.10%,0.156,0.288,0.241,0.307,0.396,0.307,96,0.6,-1.5,-4.4,0.9
238,Amed Rosario,NYY,59,248,5,27,27,5,4.40%,18.20%,0.123,0.318,0.273,0.31,0.396,0.307,97,0.7,-0.1,0.3,0.9
239,Reese McGuire,,53,206,5,21,21,2,6.20%,23.00%,0.13,0.283,0.234,0.286,0.363,0.284,80,-0.4,-5.3,4.7,0.9
240,Yoán Moncada,,74,313,9,35,35,1,8.80%,27.30%,0.155,0.312,0.241,0.315,0.396,0.311,98,-0.7,-1.4,-0.5,0.9
241,Tyler O'Neill,BAL,82,348,15,43,46,3,10.30%,28.70%,0.197,0.289,0.233,0.318,0.43,0.324,109,-0.2,3.5,-6.7,0.9
242,Miguel Andujar,,74,314,8,35,37,2,5.80%,15.00%,0.142,0.307,0.279,0.324,0.422,0.323,107,-0.6,1.8,-3.8,0.9
243,Adolis García,PHI,120,498,22,58,66,10,7.00%,26.10%,0.196,0.28,0.237,0.296,0.433,0.314,99,0.1,-0.5,-7.5,0.9
244,Josh Lowe,TBR,92,389,13,46,47,16,8.10%,26.30%,0.169,0.312,0.248,0.312,0.417,0.315,101,1,1.3,-6.2,0.9
245,Casey Schmitt,SFG,80,320,10,33,36,2,6.90%,22.80%,0.153,0.286,0.241,0.3,0.394,0.302,95,-0.5,-2.5,0.3,0.9
246,Gabriel Arias,CLE,91,372,10,37,38,8,6.40%,30.80%,0.144,0.311,0.229,0.284,0.373,0.286,83,0.3,-7.2,2.9,0.9
247,JJ Bleday,,65,277,10,33,33,2,11.30%,22.20%,0.182,0.267,0.231,0.32,0.413,0.319,104,-0.5,0.8,-1.7,0.9
248,Tyler Stephenson,CIN,97,392,12,42,44,1,9.60%,27.70%,0.157,0.303,0.235,0.315,0.392,0.309,93,-0.8,-4.1,2.6,0.9
249,Ben Williamson,SEA,69,269,4,27,25,5,7.10%,21.50%,0.104,0.315,0.253,0.312,0.357,0.295,94,-0.2,-2,1.2,0.9
250,Isaac Collins,KCR,80,318,6,37,32,10,12.30%,21.40%,0.139,0.301,0.244,0.345,0.383,0.323,104,0.2,1.8,-4.3,0.9
251,Luis Matos,SFG,78,299,10,35,35,6,6.20%,13.70%,0.168,0.262,0.252,0.304,0.42,0.313,103,0.1,1,-2.6,0.9
252,Zach McKinstry,DET,87,351,7,36,35,11,8.80%,21.60%,0.138,0.285,0.234,0.308,0.372,0.299,90,0.9,-3.1,-0.6,0.9
253,Joey Bart,PIT,75,292,7,31,30,2,9.60%,27.70%,0.135,0.316,0.239,0.323,0.374,0.309,95,-0.8,-2.4,2.1,0.9
254,Brady House,WSN,107,426,13,41,47,5,4.60%,26.60%,0.146,0.307,0.244,0.283,0.39,0.291,85,-0.2,-7.8,1.9,0.8
255,Henry Davis,PIT,59,232,7,24,24,3,8.40%,26.20%,0.146,0.279,0.222,0.299,0.368,0.294,85,-0.3,-4.5,5.3,0.8
256,Richie Palacios,TBR,64,289,5,35,24,9,11.00%,19.30%,0.12,0.284,0.239,0.33,0.359,0.307,95,0.5,-1.2,-0.5,0.8
257,Miguel Amaya,CHC,64,246,7,27,27,2,7.20%,20.50%,0.15,0.277,0.24,0.305,0.39,0.304,96,-0.5,-1.8,3.2,0.8
258,Giancarlo Stanton,NYY,88,377,23,49,60,1,9.30%,30.40%,0.244,0.274,0.232,0.307,0.476,0.333,115,-1.4,5.3,-10.2,0.8
259,Logan O'Hoppe,LAA,94,387,17,41,47,3,6.90%,28.20%,0.18,0.281,0.23,0.289,0.41,0.303,92,-1.3,-4.9,5.1,0.8
260,Mike Yastrzemski,ATL,89,371,13,44,43,4,10.80%,23.70%,0.179,0.273,0.23,0.319,0.41,0.317,102,-0.3,0.8,-5,0.8
261,Trevor Larnach,MIN,93,393,13,46,45,4,10.20%,23.80%,0.168,0.3,0.248,0.329,0.416,0.325,108,-0.7,2.9,-8.4,0.8
262,Leo Jiménez,TOR,57,227,5,25,23,2,8.30%,21.60%,0.127,0.288,0.238,0.32,0.364,0.305,95,-0.4,-1.7,2,0.8
263,Thomas Saggese,STL,69,279,6,28,29,3,6.10%,24.50%,0.129,0.314,0.249,0.302,0.378,0.298,92,-0.1,-2.9,1.7,0.8
264,Dalton Rushing,LAD,53,210,7,25,24,1,10.20%,27.80%,0.168,0.286,0.226,0.315,0.393,0.311,99,-0.3,-0.5,2.6,0.8
265,Alek Thomas,ARI,79,303,8,33,34,6,5.60%,23.50%,0.146,0.301,0.246,0.294,0.392,0.298,89,1.1,-3,0.9,0.8
266,Sung Mun Song,SDP,87,329,7,36,33,8,7.20%,16.00%,0.12,0.278,0.248,0.305,0.368,0.294,91,0.2,-3.4,0.4,0.8
267,Colt Emerson,SEA,63,256,5,27,24,4,9.20%,22.10%,0.117,0.288,0.233,0.313,0.351,0.294,94,-0.2,-2.1,1.2,0.8
268,Tyler Freeman,COL,83,361,6,45,33,15,7.80%,13.20%,0.122,0.307,0.277,0.351,0.399,0.331,99,0.5,-0.1,-4.1,0.8
269,José Caballero,NYY,79,312,6,36,29,30,10.00%,25.50%,0.115,0.295,0.226,0.316,0.34,0.294,88,1.9,-2.5,-0.5,0.8
270,Chandler Simpson,TBR,78,313,2,34,27,28,5.90%,11.00%,0.07,0.318,0.286,0.329,0.356,0.302,92,2.5,-0.4,-2.5,0.8
271,Luis Campusano,SDP,80,315,10,36,37,1,9.40%,19.80%,0.16,0.281,0.247,0.322,0.407,0.319,108,-0.3,2.7,-3.2,0.8
272,Jorge Soler,LAA,110,466,21,55,59,1,10.30%,27.10%,0.2,0.273,0.228,0.314,0.428,0.322,105,-1.7,1.3,-9.6,0.8
273,Hunter Feduccia,TBR,55,218,4,22,20,1,11.40%,26.20%,0.117,0.286,0.218,0.31,0.335,0.289,83,-0.4,-4.8,4.3,0.8
274,Kyle Higashioka,TEX,48,188,7,21,23,2,5.90%,24.50%,0.179,0.262,0.226,0.275,0.405,0.294,88,-0.6,-3.3,1.8,0.8
275,Max Muncy,ATH,77,300,9,33,34,3,6.20%,26.60%,0.153,0.303,0.239,0.296,0.392,0.3,88,-0.2,-4.4,1.6,0.8
276,Blaze Alexander,ARI,100,408,9,42,40,8,8.70%,30.20%,0.132,0.319,0.23,0.31,0.361,0.298,89,-0.1,-5.6,-0.4,0.8
277,Brooks Baldwin,CHW,71,271,9,31,32,6,6.70%,22.40%,0.163,0.299,0.254,0.308,0.417,0.314,101,0.3,0.5,-2.3,0.8
278,Dominic Canzone,SEA,89,369,15,42,47,3,7.70%,23.20%,0.18,0.286,0.246,0.307,0.426,0.316,109,-0.7,3.1,-8.4,0.8
279,Jordan Walker,STL,110,441,13,47,50,8,7.70%,26.00%,0.156,0.308,0.245,0.309,0.401,0.309,100,0,-0.2,-7.1,0.8
280,Nathaniel Lowe,,96,409,12,46,47,1,11.20%,24.10%,0.152,0.302,0.245,0.333,0.397,0.32,105,-1.3,1,-7.6,0.7
281,Cam Smith,HOU,82,332,9,37,36,5,8.60%,25.80%,0.151,0.308,0.242,0.315,0.393,0.31,99,0.1,-0.4,-4,0.7
282,Austin Martin,MIN,66,254,3,29,22,9,11.20%,17.50%,0.099,0.308,0.257,0.348,0.356,0.315,101,0.5,0.8,-2.6,0.7
283,Garrett Mitchell,MIL,57,233,7,26,26,7,9.50%,29.30%,0.157,0.318,0.238,0.315,0.394,0.311,99,0.3,0.1,-0.9,0.7
284,Lourdes Gurriel Jr.,ARI,77,330,11,38,43,5,5.80%,16.40%,0.166,0.293,0.268,0.316,0.434,0.324,107,-0.3,2.2,-6.3,0.7
285,Andrew Vaughn,MIL,120,508,19,58,65,1,7.30%,20.40%,0.175,0.28,0.248,0.309,0.424,0.318,104,-1.7,0.7,-10.8,0.7
286,Ronny Mauricio,NYM,66,264,9,31,32,6,6.90%,23.90%,0.166,0.294,0.247,0.303,0.413,0.308,100,0.1,0,-2,0.7
287,Jesse Winker,,73,310,8,37,34,5,13.50%,22.00%,0.156,0.297,0.244,0.356,0.4,0.334,114,-1.3,3.9,-7.6,0.7
