#,Name,Team,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,wRC+,BsR,Off,Def,WAR
285,Max Kepler,,112,483,16,53,56,3,9.00%,20.50%,0.163,0.272,0.238,0.313,0.401,0.311,98,-1.2,-2.1,-5.9,0.9
286,Miguel Amaya,CHC,65,257,7,28,28,2,7.20%,20.50%,0.15,0.277,0.24,0.305,0.39,0.304,96,-0.5,-1.9,3,0.9
287,Hyeseong Kim,LAD,76,329,5,37,32,15,6.00%,19.80%,0.097,0.318,0.263,0.311,0.36,0.295,88,1,-3.6,1,0.9
288,JJ Bleday,,62,266,9,32,31,2,11.30%,22.20%,0.182,0.267,0.231,0.32,0.413,0.319,104,-0.5,0.8,-1.5,0.8
289,Ronny Mauricio,NYM,71,308,11,36,37,7,6.90%,23.90%,0.166,0.294,0.247,0.303,0.413,0.308,100,0.1,0,-2,0.8
290,Taylor Walls,TBR,118,511,9,51,46,23,10.30%,23.30%,0.114,0.272,0.217,0.301,0.331,0.283,78,1.3,-11.7,2.3,0.8
291,Mike Tauchman,,92,399,9,48,37,3,11.90%,23.00%,0.133,0.297,0.239,0.336,0.371,0.315,101,-1.2,-0.6,-4.7,0.8
292,Dalton Rushing,LAD,52,210,7,25,24,1,10.20%,27.80%,0.168,0.286,0.226,0.315,0.393,0.311,99,-0.3,-0.5,2.5,0.8
293,Harry Ford,WSN,63,258,6,28,24,5,11.70%,23.10%,0.131,0.284,0.229,0.33,0.36,0.309,97,-0.1,-1,0.7,0.8
294,Leo Jiménez,TOR,55,238,5,26,24,2,8.30%,21.60%,0.127,0.288,0.238,0.32,0.364,0.305,95,-0.4,-1.8,1.8,0.8
295,Joe Mack,MIA,84,335,10,34,35,3,7.40%,27.60%,0.149,0.275,0.217,0.282,0.366,0.284,79,-0.2,-8.7,5.6,0.8
296,Paul Goldschmidt,,117,504,14,59,57,5,8.40%,22.30%,0.153,0.312,0.259,0.325,0.411,0.319,104,-1.2,1,-10,0.8
297,Christian Vázquez,,65,256,5,25,24,3,6.20%,20.30%,0.111,0.268,0.228,0.281,0.339,0.273,72,-0.8,-9.1,5,0.8
298,Andrew Benintendi,CHW,120,518,16,58,61,3,8.70%,17.50%,0.155,0.281,0.254,0.321,0.409,0.317,103,-1,0.7,-10.9,0.8
299,Ryan Ritter,COL,76,329,8,37,34,5,7.40%,25.50%,0.147,0.316,0.247,0.313,0.393,0.309,83,0,-6.4,2.9,0.8
300,Pavin Smith,ARI,100,434,12,50,49,3,12.50%,25.50%,0.154,0.301,0.237,0.335,0.391,0.32,104,-1.2,0.7,-7.7,0.8
301,Garrett Mitchell,MIL,57,245,7,27,27,7,9.50%,29.30%,0.157,0.318,0.238,0.315,0.394,0.311,99,0.3,0.1,-0.9,0.8
302,Nathaniel Lowe,,87,378,11,42,43,1,11.20%,24.10%,0.152,0.302,0.245,0.333,0.397,0.32,105,-1.2,0.9,-6.4,0.7
303,Gavin Sheets,SDP,128,553,18,62,66,3,8.30%,20.50%,0.161,0.28,0.244,0.311,0.406,0.312,103,-1.5,0.3,-11.7,0.7
304,Rhys Hoskins,,113,490,20,57,60,3,10.80%,27.00%,0.19,0.274,0.225,0.318,0.415,0.319,104,-1.6,0.6,-10.2,0.7
305,Gary Sánchez,,68,276,12,32,35,1,8.10%,26.10%,0.189,0.263,0.224,0.299,0.413,0.31,98,-0.7,-1.5,0.6,0.7
306,Michael Massey,KCR,84,364,10,38,42,3,4.90%,17.80%,0.147,0.285,0.253,0.295,0.4,0.301,89,-0.3,-5,-0.5,0.7
307,Jake Mangum,PIT,94,406,4,46,34,16,4.90%,17.30%,0.098,0.33,0.278,0.319,0.377,0.305,92,0.8,-2.8,-3.7,0.7
308,Austin Hedges,CLE,36,141,3,13,13,2,7.70%,27.00%,0.117,0.247,0.195,0.264,0.313,0.257,63,-0.2,-6.4,3,0.7
309,Moisés Ballesteros,CHC,78,333,8,36,37,2,8.20%,17.30%,0.143,0.302,0.266,0.33,0.408,0.321,108,-0.6,2.4,-6.7,0.7
310,Gavin Lux,CIN,113,490,8,50,47,3,10.40%,21.60%,0.12,0.315,0.254,0.334,0.374,0.314,96,-0.5,-2.9,-6.6,0.7
311,Ramón Urías,,62,266,7,29,29,2,7.10%,22.10%,0.144,0.301,0.251,0.31,0.394,0.308,96,-0.5,-1.7,-0.6,0.7
312,Nolan Gorman,STL,107,462,20,52,58,4,10.10%,31.90%,0.191,0.284,0.219,0.3,0.409,0.308,99,-1.5,-2.2,-6.4,0.7
313,Alex Jackson,MIN,42,166,6,18,19,1,7.10%,31.00%,0.17,0.27,0.208,0.273,0.378,0.283,79,-0.1,-4.2,3.1,0.7
314,Rob Refsnyder,SEA,63,273,9,32,31,3,10.40%,27.30%,0.16,0.308,0.239,0.326,0.4,0.318,110,-0.5,2.7,-5.4,0.7
315,Denzel Clarke,ATH,92,399,9,44,39,13,7.50%,32.50%,0.136,0.325,0.226,0.295,0.362,0.289,81,0.9,-8.1,0.9,0.7
316,Tyler Heineman,TOR,39,154,3,16,14,2,8.70%,21.90%,0.105,0.28,0.226,0.306,0.332,0.285,82,-0.3,-3.6,3,0.7
317,Tyrone Taylor,NYM,97,420,10,46,45,12,5.40%,22.50%,0.145,0.281,0.233,0.286,0.379,0.289,87,1.2,-5.3,-2.2,0.7
318,Oswaldo Cabrera,NYY,70,301,9,34,33,4,8.10%,19.80%,0.148,0.282,0.245,0.311,0.393,0.308,98,-0.2,-1,-2.9,0.7
319,Jonah Heim,,68,269,8,28,29,2,7.40%,19.30%,0.142,0.259,0.23,0.29,0.372,0.289,83,-0.7,-6,4,0.7
320,Darell Hernaiz,ATH,44,189,3,20,18,3,8.00%,14.30%,0.109,0.298,0.264,0.327,0.373,0.309,94,-0.2,-1.4,1.3,0.7
321,Alex Call,LAD,60,259,6,30,27,4,11.80%,19.70%,0.14,0.277,0.237,0.335,0.377,0.317,103,-0.4,0.6,-2.8,0.7
322,Will Wagner,SDP,50,217,4,23,21,2,10.00%,17.40%,0.115,0.302,0.258,0.337,0.373,0.315,105,-0.4,0.9,-1.7,0.7
323,JJ Wetherholt,STL,32,140,3,16,14,3,10.20%,18.00%,0.132,0.293,0.253,0.338,0.385,0.319,107,0,1.1,0.6,0.7
324,Thairo Estrada,,81,350,9,36,38,6,4.50%,20.10%,0.134,0.285,0.246,0.288,0.38,0.291,84,-0.1,-6.6,1.1,0.7
325,Liam Hicks,MIA,49,198,3,20,18,1,11.20%,16.40%,0.108,0.285,0.246,0.343,0.354,0.313,99,-0.4,-0.6,0.2,0.6
326,Thomas Saggese,STL,52,224,5,22,23,3,6.10%,24.50%,0.129,0.314,0.249,0.302,0.378,0.298,92,-0.1,-2.3,1.2,0.6
327,Mickey Moniak,COL,112,483,20,62,62,9,4.90%,24.80%,0.205,0.305,0.258,0.299,0.462,0.325,95,-0.3,-3.4,-6.3,0.6
328,Drew Gilbert,SFG,84,364,10,40,38,5,8.40%,20.30%,0.149,0.268,0.231,0.305,0.38,0.301,94,-0.1,-2.7,-3.2,0.6
329,Christopher Morel,MIA,63,273,11,32,34,5,9.60%,29.20%,0.192,0.286,0.227,0.307,0.419,0.315,100,0.2,0.3,-3.1,0.6
330,Jeremiah Jackson,BAL,60,259,8,30,30,4,5.00%,22.60%,0.159,0.29,0.246,0.287,0.405,0.299,92,-0.1,-2.5,-0.2,0.6
331,Mitch Garver,,58,230,8,26,26,1,10.90%,27.20%,0.17,0.267,0.216,0.309,0.386,0.305,95,-0.9,-2.4,3.1,0.6
332,Miguel Rojas,LAD,47,203,4,22,21,3,6.30%,13.80%,0.118,0.282,0.257,0.309,0.376,0.3,92,-0.2,-2.2,1.6,0.6
333,J.C. Escarra,NYY,47,193,5,21,20,2,9.20%,19.00%,0.136,0.274,0.236,0.313,0.373,0.303,94,-0.3,-1.6,-0.4,0.6
334,Cody Freeman,TEX,52,224,6,25,25,3,6.00%,14.90%,0.142,0.271,0.25,0.299,0.392,0.3,93,-0.2,-2.1,0.4,0.6
335,Leo Rivas,SEA,42,182,2,19,15,7,14.40%,25.80%,0.091,0.289,0.214,0.334,0.305,0.294,94,0.2,-1.1,0.8,0.6
336,Lane Thomas,KCR,92,399,12,47,44,14,8.10%,25.50%,0.158,0.294,0.236,0.306,0.394,0.306,92,0.4,-3.3,-4.6,0.6
337,Owen Caissie,CHC,65,280,9,32,31,3,9.70%,31.00%,0.168,0.323,0.237,0.316,0.405,0.314,103,-0.2,0.7,-4.2,0.6
338,Ezequiel Duran,TEX,70,301,7,32,32,8,5.00%,23.60%,0.135,0.303,0.246,0.29,0.381,0.292,87,-0.1,-4.7,-0.1,0.6
339,Lenyn Sosa,CHW,84,364,13,39,44,2,4.20%,22.20%,0.163,0.293,0.254,0.289,0.416,0.303,93,-0.4,-3.3,-3.7,0.6
340,Keibert Ruiz,WSN,81,320,9,32,36,2,5.00%,11.70%,0.145,0.263,0.254,0.298,0.399,0.303,93,-0.9,-3.6,4.8,0.6
341,Angel Martínez,CLE,57,245,6,26,25,4,6.30%,20.70%,0.138,0.282,0.239,0.294,0.377,0.293,88,0.2,-3.4,0.4,0.6
342,Dylan Moore,,70,301,9,34,31,15,10.10%,28.80%,0.151,0.273,0.209,0.3,0.36,0.293,86,0.8,-4.2,-0.5,0.6
343,Kody Clemens,MIN,75,322,13,37,41,4,7.10%,24.00%,0.192,0.268,0.232,0.293,0.424,0.309,97,-0.1,-1.3,-4.3,0.6
344,Randal Grichuk,,65,280,11,32,36,1,6.20%,20.80%,0.182,0.284,0.251,0.303,0.433,0.317,102,-0.2,0.5,-4.6,0.6
345,Yohel Pozo,STL,37,151,5,16,19,1,3.40%,13.00%,0.156,0.28,0.267,0.294,0.423,0.308,99,-0.3,-0.5,0.5,0.5
346,Jake McCarthy,ARI,52,224,4,25,23,8,7.00%,17.70%,0.128,0.305,0.261,0.322,0.389,0.312,98,0.7,0.2,-2.3,0.5
347,Colby Thomas,ATH,60,259,10,30,32,4,5.70%,29.90%,0.183,0.309,0.239,0.291,0.422,0.308,94,-0.1,-2,-1.6,0.5
348,Matt Vierling,DET,62,266,6,29,26,3,8.00%,23.40%,0.13,0.301,0.242,0.309,0.373,0.3,91,0,-2.9,-1,0.5
349,Javier Báez,DET,81,350,9,35,37,5,3.90%,23.20%,0.138,0.287,0.238,0.276,0.376,0.283,79,0.3,-8.4,1.6,0.5
350,Edouard Julien,MIN,44,189,5,22,18,2,13.40%,30.60%,0.14,0.315,0.224,0.334,0.365,0.311,98,-0.3,-0.7,-0.6,0.5
351,Ty France,,84,364,9,39,40,1,6.20%,18.70%,0.133,0.298,0.257,0.324,0.39,0.314,101,-0.8,-0.6,-6.6,0.5
352,Alex Freeland,LAD,44,189,5,21,19,4,11.30%,26.10%,0.14,0.284,0.222,0.316,0.361,0.301,92,0,-1.7,0.5,0.5
353,Will Benson,CIN,87,378,14,44,43,9,10.80%,31.00%,0.183,0.294,0.222,0.31,0.405,0.312,94,-0.4,-3,-4.4,0.5
354,Austin Wynns,ATH,42,166,5,17,18,1,6.80%,28.00%,0.14,0.299,0.231,0.29,0.371,0.289,81,-0.3,-4,4.1,0.5
355,Alan Roden,MIN,49,210,5,24,22,3,9.00%,18.80%,0.137,0.299,0.255,0.335,0.392,0.32,104,-0.1,1,-3.2,0.5
356,Blake Perkins,MIL,58,252,5,26,24,8,10.60%,26.80%,0.121,0.297,0.224,0.31,0.345,0.292,86,0.4,-3.7,0.3,0.5
357,Isiah Kiner-Falefa,,79,343,4,34,30,10,4.90%,17.00%,0.089,0.298,0.254,0.298,0.343,0.283,79,0.9,-7.7,1,0.5
358,Jonny DeLuca,TBR,63,273,8,30,30,9,7.20%,20.90%,0.157,0.272,0.235,0.298,0.392,0.3,91,0.4,-2.6,-1.8,0.5
359,Jake Bauers,MIL,83,357,13,41,41,8,12.10%,30.30%,0.176,0.279,0.214,0.315,0.39,0.31,98,-0.5,-1.2,-5.7,0.5
360,Luis Urías,,39,168,4,18,17,1,9.90%,18.80%,0.139,0.266,0.233,0.323,0.372,0.309,97,-0.2,-0.8,0,0.5
361,Johnathan Rodríguez,CLE,49,210,7,23,24,1,8.80%,28.60%,0.166,0.32,0.246,0.317,0.412,0.317,104,-0.3,0.7,-3.2,0.5
362,Zach Cole,HOU,87,378,13,42,42,9,8.40%,37.60%,0.169,0.32,0.213,0.287,0.383,0.291,86,0.2,-6.1,-2,0.5
363,Javier Sanoja,MIA,41,175,3,19,18,4,6.20%,11.10%,0.13,0.281,0.263,0.312,0.392,0.307,95,0.1,-1,0,0.5
364,Triston Casas,BOS,41,175,8,22,23,1,12.40%,25.50%,0.203,0.289,0.241,0.339,0.444,0.338,113,-0.5,2.2,-3.5,0.5
365,George Valera,CLE,89,385,14,48,43,3,10.30%,27.60%,0.177,0.283,0.227,0.311,0.403,0.312,101,-0.5,-0.2,-8.3,0.5
366,Jon Berti,,55,238,4,26,22,12,7.10%,20.20%,0.101,0.308,0.254,0.313,0.354,0.295,87,1,-2.6,-0.7,0.5
367,Tyler Austin,CHC,65,280,11,34,36,1,8.10%,22.50%,0.19,0.284,0.248,0.312,0.438,0.321,107,-0.7,1.6,-6.2,0.5
368,Orlando Arcia,,53,231,6,24,25,1,7.00%,20.80%,0.14,0.269,0.232,0.289,0.372,0.289,83,-0.3,-4.8,1.7,0.5
369,José Tena,WSN,53,231,4,23,22,7,7.10%,24.90%,0.122,0.317,0.247,0.304,0.369,0.295,88,0,-3.3,0.3,0.5
370,Robert Hassell III,WSN,75,322,6,32,31,7,7.30%,23.40%,0.114,0.303,0.243,0.302,0.357,0.29,84,0.1,-6,0,0.5
371,Jake Fraley,TBR,50,217,6,24,24,6,9.10%,20.00%,0.144,0.294,0.252,0.326,0.396,0.317,102,0,0.4,-3.3,0.5
372,Sam Haggerty,TEX,58,252,4,30,23,12,8.30%,21.90%,0.122,0.31,0.25,0.318,0.372,0.304,95,0.8,-0.7,-3.5,0.5
373,Jeferson Quero,MIL,31,122,3,13,13,1,7.70%,19.50%,0.14,0.263,0.23,0.297,0.371,0.294,87,-0.1,-1.9,2.4,0.5
374,Travis Bazzana,CLE,53,231,4,23,21,4,11.00%,28.00%,0.12,0.29,0.215,0.308,0.335,0.289,85,-0.1,-4.3,0.8,0.5
375,Everson Pereira,CHW,71,308,11,33,35,5,8.10%,31.90%,0.168,0.292,0.22,0.291,0.387,0.297,89,-0.2,-4.3,-1.9,0.4
376,Edmundo Sosa,PHI,44,189,5,20,22,2,4.20%,22.70%,0.152,0.299,0.249,0.291,0.401,0.3,90,0.1,-2.2,0.2,0.4
377,Austin Hays,,123,532,15,58,63,6,6.70%,25.20%,0.161,0.3,0.242,0.298,0.403,0.303,93,-0.5,-4.8,-8.9,0.4
378,Kristian Campbell,BOS,34,147,3,16,16,2,9.90%,25.60%,0.138,0.322,0.249,0.334,0.387,0.319,100,-0.1,-0.1,-0.7,0.4
379,Tommy Pham,,94,406,10,46,41,6,9.10%,22.90%,0.138,0.301,0.246,0.317,0.384,0.307,96,-1.1,-3.2,-6.3,0.4
380,Jordan Beck,COL,131,567,16,65,67,17,7.90%,27.70%,0.162,0.323,0.248,0.312,0.41,0.314,87,0.4,-8.5,-6.2,0.4
381,Michael Conforto,,86,371,12,41,42,1,10.20%,24.70%,0.162,0.275,0.227,0.315,0.389,0.309,97,-0.7,-1.9,-6.5,0.4
382,James McCann,ARI,52,208,6,22,23,1,5.50%,25.30%,0.146,0.3,0.242,0.291,0.388,0.296,87,-0.6,-3.8,2.5,0.4
383,Tyler Locklear,ARI,78,336,10,38,38,7,8.70%,27.20%,0.156,0.31,0.24,0.318,0.396,0.313,99,-0.1,-0.4,-6.6,0.4
384,Starling Marte,,73,315,7,35,34,8,6.30%,21.80%,0.13,0.321,0.264,0.32,0.394,0.313,100,0,-0.1,-6.4,0.4
385,Josh Rojas,,65,280,5,30,26,6,9.10%,22.00%,0.112,0.293,0.237,0.309,0.349,0.292,85,-0.3,-5.2,-0.2,0.4
386,James Outman,MIN,47,203,7,23,22,4,10.10%,33.80%,0.168,0.3,0.213,0.302,0.382,0.3,90,0.1,-2.2,-0.7,0.4
387,Travis d'Arnaud,LAA,57,224,7,22,24,1,6.30%,28.50%,0.156,0.273,0.216,0.274,0.373,0.282,78,-0.7,-6.5,3.5,0.4
388,Jose Iglesias,,53,231,3,22,22,3,5.40%,16.70%,0.097,0.3,0.258,0.307,0.355,0.291,85,-0.4,-4.5,0.7,0.4
389,Oswald Peraza,LAA,70,301,9,32,31,9,7.50%,26.10%,0.139,0.279,0.224,0.291,0.363,0.288,82,0.5,-6.1,-0.3,0.4
390,Luisangel Acuña,NYM,34,147,2,15,14,7,6.10%,17.90%,0.102,0.299,0.254,0.304,0.356,0.29,88,0.5,-1.6,0.6,0.4
391,Luke Raley,SEA,57,245,9,27,29,3,7.40%,30.50%,0.172,0.292,0.223,0.304,0.395,0.307,102,-0.3,0.4,-4.9,0.4
392,César Salazar,HOU,42,166,3,17,15,1,9.10%,21.80%,0.113,0.249,0.205,0.296,0.318,0.276,76,-0.2,-5,2.2,0.4
393,Masataka Yoshida,BOS,44,189,5,22,23,2,6.70%,13.90%,0.151,0.301,0.279,0.337,0.429,0.334,110,-0.4,1.8,-4.5,0.4
394,Gio Urshela,,49,210,4,21,22,1,6.00%,18.90%,0.118,0.303,0.258,0.305,0.376,0.298,89,-0.4,-3.1,-0.3,0.4
395,Jared Young,NYM,34,147,5,17,17,2,9.60%,24.60%,0.171,0.283,0.234,0.317,0.405,0.317,106,-0.2,0.8,-2,0.4
396,Bryce Eldridge,SFG,109,469,18,50,55,2,8.70%,29.70%,0.18,0.299,0.232,0.303,0.412,0.309,99,-0.5,-0.9,-11.1,0.4
397,Mauricio Dubón,ATL,55,238,4,25,25,2,5.00%,12.80%,0.112,0.287,0.263,0.302,0.374,0.295,87,-0.2,-3.8,-0.6,0.4
398,Andrés Chaparro,WSN,66,287,10,32,35,1,8.50%,24.10%,0.176,0.279,0.236,0.307,0.411,0.312,99,-0.5,-0.8,-5.2,0.4
399,Nick Sogard,BOS,58,252,3,25,22,5,10.50%,22.20%,0.098,0.305,0.24,0.324,0.338,0.297,85,-0.4,-5,-0.2,0.4
400,Rowdy Tellez,,86,371,17,43,48,1,7.80%,24.30%,0.193,0.267,0.234,0.297,0.427,0.313,100,-1,-1.2,-7.9,0.4
401,Jorge Mateo,,58,252,6,27,25,18,5.70%,24.80%,0.132,0.283,0.227,0.275,0.359,0.276,75,1.9,-5.7,0.6,0.4
402,Brett Harris,ATH,41,175,4,19,18,2,9.20%,21.70%,0.132,0.28,0.234,0.314,0.366,0.301,89,-0.2,-2.4,-0.2,0.4
403,Dylan Carlson,,44,189,5,21,19,3,10.20%,23.60%,0.142,0.287,0.232,0.319,0.374,0.307,96,0,-1,-2,0.3
404,Daniel Schneemann,CLE,52,224,5,23,21,4,9.90%,27.30%,0.133,0.282,0.217,0.298,0.35,0.288,84,-0.2,-4.5,0.2,0.3
405,Luke Maile,,40,160,3,16,15,2,9.20%,28.90%,0.114,0.294,0.216,0.297,0.33,0.281,77,-0.2,-4.5,3.3,0.3
406,Carlos Santana,,83,357,11,39,40,3,10.20%,19.30%,0.149,0.26,0.231,0.313,0.38,0.305,94,-1.2,-3.6,-5.1,0.3
407,José Fermín,STL,19,84,2,10,8,3,11.40%,13.10%,0.122,0.27,0.247,0.344,0.369,0.318,106,0,0.6,-0.1,0.3
408,Andy Ibáñez,,45,196,4,21,19,3,6.90%,19.90%,0.127,0.29,0.245,0.304,0.372,0.297,89,-0.5,-3.1,-0.2,0.3
409,LaMonte Wade Jr.,,58,252,7,29,25,2,13.00%,22.60%,0.144,0.281,0.231,0.338,0.375,0.316,102,-1,-0.5,-4.8,0.3
410,Santiago Espinal,CIN,45,196,2,20,18,2,6.70%,13.50%,0.093,0.291,0.26,0.314,0.353,0.294,87,-0.1,-3.1,-0.3,0.3
411,Jacob Melton,TBR,42,182,5,20,20,9,7.60%,25.80%,0.151,0.283,0.228,0.291,0.38,0.293,86,0.6,-2.5,-0.5,0.3
412,Christian Koss,SFG,47,203,4,20,20,4,4.90%,22.90%,0.118,0.302,0.243,0.289,0.362,0.285,83,0.1,-4,0.4,0.3
413,Braxton Fulford,COL,55,218,6,24,24,3,7.40%,26.90%,0.161,0.308,0.24,0.308,0.401,0.309,84,-0.1,-4.3,3.5,0.3
414,Ryan Waldschmidt,ARI,24,105,2,12,11,2,11.30%,22.20%,0.131,0.307,0.247,0.342,0.378,0.32,104,0,0.5,-0.8,0.3
415,Andrew Knizner,SEA,29,115,2,11,11,1,7.40%,22.60%,0.115,0.268,0.219,0.289,0.334,0.277,82,-0.1,-2.6,1.7,0.3
416,Andruw Monasterio,MIL,41,175,3,18,16,5,9.40%,24.30%,0.108,0.302,0.234,0.313,0.342,0.292,86,0.1,-2.7,0,0.3
417,Leody Taveras,BAL,24,105,3,12,11,4,7.30%,20.80%,0.141,0.288,0.245,0.301,0.386,0.3,92,0.2,-0.7,0.2,0.3
418,Carlos Cortes,ATH,39,168,6,20,19,1,8.90%,21.60%,0.17,0.278,0.24,0.311,0.41,0.314,98,-0.3,-0.7,-2.1,0.3
419,Connor Wong,BOS,55,218,5,23,23,3,6.90%,24.90%,0.131,0.304,0.241,0.301,0.372,0.295,83,-0.3,-4.5,2.9,0.3
420,Jack Suwinski,PIT,66,287,11,32,33,6,11.20%,30.50%,0.179,0.274,0.212,0.307,0.391,0.305,93,-0.1,-2.5,-4,0.3
421,Nick Allen,HOU,36,154,2,15,13,4,8.00%,19.80%,0.087,0.287,0.235,0.3,0.322,0.278,77,0.1,-4.2,1.9,0.3
422,Anthony Rendon,LAA,45,196,3,21,17,3,9.80%,18.20%,0.113,0.27,0.231,0.316,0.344,0.295,87,0,-3,-0.7,0.3
423,Griffin Conine,MIA,99,427,15,46,49,2,9.40%,32.50%,0.169,0.301,0.221,0.3,0.391,0.302,91,-0.8,-5.2,-6.1,0.3
424,Jahmai Jones,DET,36,154,4,19,16,3,10.70%,25.60%,0.165,0.302,0.238,0.33,0.402,0.322,106,0,1,-3.5,0.3
425,Ryan Bliss,SEA,26,112,3,12,11,6,8.50%,26.30%,0.135,0.284,0.222,0.294,0.356,0.287,89,0.2,-1.3,0.2,0.3
426,Tyler Fitzgerald,SFG,36,154,4,16,16,4,6.40%,29.00%,0.142,0.298,0.226,0.283,0.369,0.285,83,0.3,-2.7,0.4,0.3
427,Alejandro Osuna,TEX,23,98,2,11,10,3,9.40%,21.30%,0.138,0.3,0.249,0.329,0.387,0.315,103,0,0.4,-1,0.3
428,Elias Díaz,,45,179,5,18,19,1,6.70%,24.50%,0.133,0.275,0.224,0.281,0.357,0.279,77,-0.6,-5.6,3.2,0.3
429,David Hamilton,BOS,26,112,3,13,11,9,8.70%,23.70%,0.137,0.28,0.227,0.298,0.364,0.292,81,0.9,-1.6,0.4,0.3
430,Nick Loftin,KCR,28,119,2,13,12,2,10.10%,15.90%,0.128,0.279,0.247,0.33,0.374,0.312,97,-0.1,-0.6,-0.8,0.3
431,Endy Rodríguez,PIT,58,248,6,26,26,3,8.50%,20.50%,0.145,0.292,0.246,0.315,0.392,0.31,96,-0.3,-1.5,-4.1,0.3
432,Nick Yorke,PIT,37,161,3,16,16,4,7.10%,21.70%,0.116,0.314,0.255,0.311,0.371,0.3,89,0,-2.1,-0.6,0.3
433,Sebastian Walcott,TEX,23,98,2,10,9,3,8.90%,23.80%,0.121,0.29,0.23,0.303,0.35,0.29,85,0,-1.7,0.9,0.3
434,Heriberto Hernández,MIA,94,406,14,44,46,4,10.10%,30.30%,0.167,0.293,0.222,0.307,0.39,0.305,93,-0.7,-3.8,-7.1,0.3
435,Juan Brito,CLE,19,84,2,9,8,1,10.60%,20.00%,0.135,0.271,0.23,0.318,0.365,0.302,94,-0.1,-0.7,0.3,0.3
436,Austin Slater,,45,196,5,22,19,2,10.00%,29.30%,0.137,0.314,0.232,0.315,0.369,0.303,93,-0.2,-1.8,-2.3,0.3
437,Alex Verdugo,,50,217,4,24,22,1,7.70%,15.80%,0.127,0.286,0.254,0.316,0.381,0.306,95,-0.4,-1.7,-3.2,0.3
438,Jimmy Crooks,STL,21,83,2,8,9,0,6.90%,26.20%,0.131,0.302,0.236,0.294,0.366,0.289,86,-0.1,-1.5,1.6,0.3
439,Ryan Fitzgerald,MIN,36,154,4,16,16,2,8.20%,26.30%,0.141,0.28,0.22,0.291,0.36,0.286,81,-0.2,-3.7,0.8,0.2
440,Jett Williams,NYM,23,98,2,11,9,3,10.40%,26.50%,0.133,0.285,0.218,0.306,0.351,0.293,89,0.1,-1.2,0.3,0.2
441,Daniel Susac,SFG,21,83,2,8,8,1,5.60%,27.30%,0.13,0.3,0.231,0.281,0.361,0.281,81,-0.1,-2,1.6,0.2
442,Zack Gelof,ATH,24,105,4,12,12,3,8.40%,32.20%,0.165,0.3,0.222,0.291,0.387,0.296,86,0.2,-1.6,0.3,0.2
443,Walker Jenkins,MIN,26,112,2,12,11,2,9.70%,23.20%,0.127,0.302,0.24,0.322,0.368,0.306,94,0,-0.8,-0.7,0.2
444,Dane Myers,MIA,44,189,4,19,19,7,7.10%,25.30%,0.122,0.309,0.242,0.304,0.364,0.295,86,0.2,-2.9,-1,0.2
445,Nathan Church,STL,19,84,2,9,9,2,6.60%,14.80%,0.115,0.289,0.259,0.314,0.374,0.302,95,0,-0.5,0,0.2
446,Enrique Hernández,,81,350,9,35,37,1,7.00%,22.80%,0.136,0.278,0.231,0.287,0.368,0.287,82,-0.1,-7.7,-1.9,0.2
447,Ryan Mountcastle,BAL,36,154,5,18,20,1,6.20%,25.00%,0.166,0.308,0.253,0.303,0.419,0.313,101,-0.1,0.2,-3.3,0.2
448,Kyren Paris,LAA,36,154,4,16,15,6,9.50%,32.70%,0.147,0.286,0.205,0.288,0.352,0.284,79,0.4,-3.5,0.3,0.2
449,Johan Rojas,PHI,23,98,1,11,9,5,5.70%,21.10%,0.11,0.302,0.247,0.295,0.356,0.286,80,0.5,-1.9,0.7,0.2
450,Paul DeJong,,65,280,10,28,32,3,5.90%,31.30%,0.158,0.27,0.209,0.264,0.367,0.275,74,-0.6,-9.2,1.8,0.2
451,Derek Hill,CHW,37,161,4,17,17,4,6.20%,28.20%,0.135,0.313,0.238,0.292,0.373,0.291,85,0.1,-2.7,-0.7,0.2
452,Adrian Del Castillo,ARI,71,304,9,33,35,1,8.70%,27.40%,0.162,0.304,0.237,0.308,0.399,0.307,95,-0.5,-2.3,-5.9,0.2
453,Gustavo Campero,LAA,26,112,3,12,12,4,7.40%,20.60%,0.146,0.283,0.242,0.313,0.388,0.307,95,0.1,-0.5,-1.4,0.2
454,Brendan Rodgers,,42,182,4,18,18,1,7.10%,26.90%,0.125,0.302,0.232,0.293,0.357,0.286,81,0,-4.1,-0.1,0.2
455,Otto Kemp,PHI,45,196,6,21,21,3,7.20%,29.00%,0.155,0.302,0.229,0.303,0.384,0.301,90,-0.2,-2.4,-2.3,0.2
456,Nick Madrigal,,26,112,1,11,10,2,5.60%,11.90%,0.089,0.292,0.263,0.316,0.352,0.296,88,-0.2,-1.8,-0.2,0.2
457,Michael Helman,TEX,39,168,4,18,17,4,6.40%,23.00%,0.141,0.262,0.22,0.278,0.361,0.279,78,0.1,-4.1,0.1,0.2
458,Chas McCormick,HOU,39,168,5,18,18,5,8.50%,26.00%,0.137,0.293,0.232,0.307,0.369,0.298,89,-0.3,-2.4,-1.6,0.2
459,Tim Tawa,ARI,32,140,4,15,16,3,8.00%,25.20%,0.153,0.283,0.23,0.296,0.382,0.297,88,0,-2,-0.9,0.2
