All Outfielders 2024  Season MLB Scoring Categories
Avail,Player,HR,OBP,R,RBI,SB,Rank,
Rieken Havoc,Aaron Judge OF | NYY ,58,.458,122,144,10,2
W ,Clark Eagan OF | PIT ,0,.000,0,0,0,9999
W ,Estuar Suero OF | PIT ,0,.000,0,0,0,9999
W ,Heath Holder OF | COL ,0,.000,0,0,0,9999
W ,Clark Elliott OF | ATH ,0,.000,0,0,0,9999
W ,Thomas Milone OF | SD ,0,.000,0,0,0,9999
W ,Braylin Morel OF | TEX ,0,.000,0,0,0,9999
W ,Pedro Gonzalez OF | TEX ,0,.000,0,0,0,9999
W ,Spencer Packard OF | SEA ,0,.000,0,0,0,9999
W ,Logan Landon OF | LAD ,0,.000,0,0,0,9999
W ,Niko Hulsizer OF | TB ,0,.000,0,0,0,9999
W ,Nick Dalesandro OF | ARI ,0,.000,0,0,0,9999
W ,Logan Farrar OF | ATH ,0,.000,0,0,0,9999
W ,Cody Farhat OF | CLE ,0,.000,0,0,0,9999
W ,Kelly Dugan OF | PHI ,0,.000,0,0,0,9999
W ,Argenis Jimenez OF | MIN ,0,.000,0,0,0,9999
W ,Robert Hassell OF | WAS,0,.000,0,0,0,9999
W ,Stefan Sabol OF | NYM ,0,.000,0,0,0,9999
W ,Diego Hernandez OF | KC,0,.000,0,0,0,9999
W ,Jason Morozowski OF | ARI ,0,.000,0,0,0,9999
W ,Antonio Cabello OF | TEX ,0,.000,0,0,0,9999
W ,Deybert Lozano OF | CIN ,0,.000,0,0,0,9999
W ,Hendry Mendez OF | MIN ,0,.000,0,0,0,9999
W ,Damon Keith OF | LAD ,0,.000,0,0,0,9999
W ,Matthew Etzel OF | MIA ,0,.000,0,0,0,9999
W ,Eddy Martinez OF | CHC ,0,.000,0,0,0,9999
W ,Anthony Churlin OF | ATH ,0,.000,0,0,0,9999
W ,Alfredo Escalera-Maldonado OF | NYM ,0,.000,0,0,0,9999
W ,Jerrick Suiter OF | PIT ,0,.000,0,0,0,9999
W ,Arby Fields OF | SEA ,0,.000,0,0,0,9999
W ,John Mora OF | NYM ,0,.000,0,0,0,9999
W ,Diego Tornes OF | ATL ,0,.000,0,0,0,9999
W ,Joe Stewart OF | LAA ,0,.000,0,0,0,9999
W ,Mike Papi OF | CLE ,0,.000,0,0,0,9999
W ,Charles Davalan OF | LAD ,0,.000,0,0,0,9999
W ,Aaron Knapp OF | SEA ,0,.000,0,0,0,9999
W ,Jesus Alastre OF | PHI ,0,.000,0,0,0,9999
W ,Jake Snider OF | SD ,0,.000,0,0,0,9999
W ,Noah Williamson OF | MIA ,0,.000,0,0,0,9999
W ,Ben Malgeri OF | DET ,0,.000,0,0,0,9999
W ,Jace Bohrofen OF | TOR ,0,.000,0,0,0,9999
W ,Zeke White OF | CIN ,0,.000,0,0,0,9999
W ,Kyle Barrett OF | MIA ,0,.000,0,0,0,9999
W ,Abdias De La Cruz OF | ARI ,0,.000,0,0,0,9999
W ,Francisco Vilorio OF | NYY ,0,.000,0,0,0,9999
W ,Kala'i Rosario OF | MIN ,0,.000,0,0,0,9999
W ,Mark Coley II OF | MIA ,0,.000,0,0,0,9999
W ,Mason Janvrin OF | BAL ,0,.000,0,0,0,9999
W ,Randy Reyes OF | COL ,0,.000,0,0,0,9999
W ,Cam Fisher OF | HOU ,0,.000,0,0,0,9999
W ,Brady Shoemaker OF | MIA ,0,.000,0,0,0,9999
W ,Robert Neustrom OF | BAL ,0,.000,0,0,0,9999
W ,Rashad Brown OF | DET ,0,.000,0,0,0,9999
W ,Cody Regis OF | ARI ,0,.000,0,0,0,9999
W ,Tavian Josenberger OF | BAL ,0,.000,0,0,0,9999
W ,Roby Enriquez OF | ARI ,0,.000,0,0,0,9999
W ,Galvi Moscat OF | MIA ,0,.000,0,0,0,9999
W ,Tyler Tolbert OF | KC,0,.000,0,0,0,9999
W ,Anthony Gallas OF | CLE ,0,.000,0,0,0,9999
W ,Anthony Scull OF | LAA ,0,.000,0,0,0,9999
W ,Dario Pizzano OF | NYM ,0,.000,0,0,0,9999
W ,Jacob Heyward OF | SF ,0,.000,0,0,0,9999
W ,Yoelqui Cespedes OF | CHW ,0,.000,0,0,0,9999
W ,Jonah Advincula OF | CLE ,0,.000,0,0,0,9999
W ,Zack Coppola OF | PHI ,0,.000,0,0,0,9999
W ,Jacob Zanon OF | NYM ,0,.000,0,0,0,9999
W ,Petey Halpin OF | CLE,0,.000,0,0,0,9999
W ,Peyton Burdick OF | CIN,0,.000,0,0,0,9999
W ,DJ Neal OF | TOR ,0,.000,0,0,0,9999
W ,Ulrich Bojarski OF | DET ,0,.000,0,0,0,9999
W ,Javeon Cody OF | MIA ,0,.000,0,0,0,9999
W ,Natanael Delgado OF | BAL ,0,.000,0,0,0,9999
W ,Quincy Scott OF | TEX ,0,.000,0,0,0,9999
W ,Esteban Gonzalez OF | CLE ,0,.000,0,0,0,9999
W ,Zach Daniels OF | HOU ,0,.000,0,0,0,9999
W ,Luis Gonzalez OF | NYY ,0,.000,0,0,0,9999
W ,Leon Landry OF | CIN ,0,.000,0,0,0,9999
W ,Marcus Smith OF | TEX ,0,.000,0,0,0,9999
W ,Kyle Henley OF | CIN ,0,.000,0,0,0,9999
W ,Aldenis Sanchez OF | NYY ,0,.000,0,0,0,9999
W ,Chantz Mack OF | SEA ,0,.000,0,0,0,9999
W ,T.J. White OF | WAS ,0,.000,0,0,0,9999
W ,Jared Mckenzie OF | WAS ,0,.000,0,0,0,9999
W ,James Harris OF | ATH ,0,.000,0,0,0,9999
W ,J.P. Sportman OF | ATH ,0,.000,0,0,0,9999
W ,Eric Jenkins OF | TEX ,0,.000,0,0,0,9999
W ,Willy Vasquez OF | TB ,0,.000,0,0,0,9999
W ,Victor Roache OF | MIL ,0,.000,0,0,0,9999
W ,Brendan Summerhill OF | TB ,0,.000,0,0,0,9999
W ,Franklin Labour OF | SF ,0,.000,0,0,0,9999
W ,Matt Lloyd OF | STL ,0,.000,0,0,0,9999
W ,Tommy Hawke OF | CLE ,0,.000,0,0,0,9999
W ,Cal Mitchell OF | CHW ,0,.000,0,0,0,9999
W ,Jon Matthews OF | CIN ,0,.000,0,0,0,9999
W ,Anthony Ray OF | STL ,0,.000,0,0,0,9999
W ,"Tim Tawa 1B,2B,OF | ARI",0,.000,0,0,0,9999
W ,Jeff Gelalich OF | CIN ,0,.000,0,0,0,9999
W ,Reece Hampton OF | DET ,0,.000,0,0,0,9999
W ,Ademar Rifaela OF | BAL ,0,.000,0,0,0,9999
W ,Michael De La Cruz OF | PIT ,0,.000,0,0,0,9999
W ,Jimmy Kerrigan OF | MIN ,0,.000,0,0,0,9999
W ,Jakob Christian OF | SF ,0,.000,0,0,0,9999
W ,Antoine Duplantis OF | NYM ,0,.000,0,0,0,9999
W ,Starling Heredia OF | LAD ,0,.000,0,0,0,9999
W ,Brandon Downes OF | KC ,0,.000,0,0,0,9999
W ,Simon Juan OF | NYM ,0,.000,0,0,0,9999
W ,Malique Ziegler OF | MIN ,0,.000,0,0,0,9999
W ,Owen Caissie OF | CHC ,0,.000,0,0,0,9999
W ,Edgar Basabe OF | TEX ,0,.000,0,0,0,9999
W ,Brendan Jones OF | NYY ,0,.000,0,0,0,9999
W ,T.J Hopkins OF | DET ,0,.000,0,0,0,9999
W ,Cutter Dykstra OF | WAS ,0,.000,0,0,0,9999
W ,Homer Bush OF | TB ,0,.000,0,0,0,9999
W ,Darius Day OF | TEX ,0,.000,0,0,0,9999
W ,Arturo Guerrero OF | SEA ,0,.000,0,0,0,9999
W ,Taylor Murphy OF | CLE ,0,.000,0,0,0,9999
W ,Anthony Stephan OF | CIN ,0,.000,0,0,0,9999
W ,Adrian Hernandez OF | NYM ,0,.000,0,0,0,9999
W ,Cristian Paulino OF | SF ,0,.000,0,0,0,9999
W ,Bryan Hudson OF | BOS ,0,.000,0,0,0,9999
W ,Titus Dumitru OF | ATL ,0,.000,0,0,0,9999
W ,Manuel Melendez OF | COL ,0,.000,0,0,0,9999
W ,Carter Frederick OF | KC ,0,.000,0,0,0,9999
W ,David Harris OF | TOR ,0,.000,0,0,0,9999
W ,Cole Brannen OF | BOS ,0,.000,0,0,0,9999
W ,Braylin Tavera OF | BAL ,0,.000,0,0,0,9999
W ,Will Robertson OF | TOR,0,.000,0,0,0,9999
W ,Edwin Moreno OF | SD ,0,.000,0,0,0,9999
W ,Dylan Hardy OF | BOS ,0,.000,0,0,0,9999
W ,Yophery Rodriguez OF | BOS ,0,.000,0,0,0,9999
W ,Pablo Olivares OF | NYY ,0,.000,0,0,0,9999
W ,Gian Zapata OF | ARI ,0,.000,0,0,0,9999
W ,Hedbert Perez OF | MIL ,0,.000,0,0,0,9999
W ,Quin Cotton OF | CIN ,0,.000,0,0,0,9999
W ,Maykel Coret OF | TB ,0,.000,0,0,0,9999
W ,Casey Saucke OF | CHW ,0,.000,0,0,0,9999
W ,Greyson Jenista OF | ATL ,0,.000,0,0,0,9999
W ,Jack Moss OF | CIN ,0,.000,0,0,0,9999
W ,D.J. Davis OF | TOR ,0,.000,0,0,0,9999
W ,Rayner Arias OF | SF ,0,.000,0,0,0,9999
W ,Natanael Yuten OF | BOS ,0,.000,0,0,0,9999
W ,Kalian Sams OF | SEA ,0,.000,0,0,0,9999
W ,Felix Perez OF | CIN ,0,.000,0,0,0,9999
W ,Romer Cuadrado OF | LAD ,0,.000,0,0,0,9999
W ,Esmerlyn Valdez OF | PIT ,0,.000,0,0,0,9999
W ,Jake Sanford OF | NYY ,0,.000,0,0,0,9999
W ,Brock Lundquist OF | TOR ,0,.000,0,0,0,9999
W ,Austin Murr OF | DET ,0,.000,0,0,0,9999
W ,Kevin Garcia OF | CIN ,0,.000,0,0,0,9999
W ,Ariel Sandoval OF | SEA ,0,.000,0,0,0,9999
W ,Ryan Ramiz OF | SEA ,0,.000,0,0,0,9999
W ,Connor McKay OF | TEX ,0,.000,0,0,0,9999
W ,Carlos Lopez OF | MIA ,0,.000,0,0,0,9999
W ,Carlos Cortes OF | ATH,0,.000,0,0,0,9999
W ,D'Arby Myers OF | SD ,0,.000,0,0,0,9999
W ,Zach Ashford OF | NYM ,0,.000,0,0,0,9999
W ,Brady Allen OF | DET ,0,.000,0,0,0,9999
W ,Daniel Montesino OF | SD ,0,.000,0,0,0,9999
W ,Jorge Burgos OF | CLE ,0,.000,0,0,0,9999
W ,Cade Fergus OF | PHI ,0,.000,0,0,0,9999
W ,Boo Vazquez OF | MIA ,0,.000,0,0,0,9999
W ,David Walker OF | CHW ,0,.000,0,0,0,9999
W ,Gavin Conticello OF | ARI ,0,.000,0,0,0,9999
W ,Justin Greene OF | ARI ,0,.000,0,0,0,9999
W ,Stephen Gaylor OF | ATL ,0,.000,0,0,0,9999
W ,Grant Witherspoon OF | TB ,0,.000,0,0,0,9999
W ,Diego Cedeno OF | TEX ,0,.000,0,0,0,9999
W ,Kyle Garlick OF | ARI ,0,.000,0,0,0,9999
W ,Cam Smith OF | HOU ,0,.000,0,0,0,9999
W ,Izzy Wilson OF | BOS ,0,.000,0,0,0,9999
W ,Leo Heras OF | HOU ,0,.000,0,0,0,9999
W ,Davis Bradshaw OF | MIA ,0,.000,0,0,0,9999
W ,Kyle Battle OF | NYY ,0,.000,0,0,0,9999
W ,Larry Ernesto OF | MIL ,0,.000,0,0,0,9999
W ,Luis A. Garcia OF | NYY ,0,.000,0,0,0,9999
W ,Jonny Farmelo OF | SEA ,0,.000,0,0,0,9999
W ,Roberto Caro OF | CHC ,0,.000,0,0,0,9999
W ,Matt Pita OF | NYY ,0,.000,0,0,0,9999
W ,Jordan Sanchez OF | BAL ,0,.000,0,0,0,9999
W ,Troy Johnston OF | COL ,0,.000,0,0,0,9999
W ,Adam Haseley OF | CHW,0,.000,0,0,0,9999
W ,Tyler Austin OF | CHC ,0,.000,0,0,0,9999
W ,Ariel Almonte OF | CIN ,0,.000,0,0,0,9999
W ,Brett Vertigan OF | ATH ,0,.000,0,0,0,9999
W ,Max White OF | COL ,0,.000,0,0,0,9999
W ,Brett Bateman OF | CHC ,0,.000,0,0,0,9999
W ,Michael O'Neill OF | MIN ,0,.000,0,0,0,9999
W ,Shannon Wilkerson OF | BOS ,0,.000,0,0,0,9999
W ,Kenni Gomez OF | HOU ,0,.000,0,0,0,9999
W ,Brock Jones OF | TB ,0,.000,0,0,0,9999
W ,Hudson Head OF | PIT ,0,.000,0,0,0,9999
W ,Yemal Flores OF | PHI ,0,.000,0,0,0,9999
W ,Raudi Rodriguez OF | LAA ,0,.000,0,0,0,9999
W ,Trever Allen OF | LAA ,0,.000,0,0,0,9999
W ,Daniel Suero OF | COL ,0,.000,0,0,0,9999
W ,D.J. Wilson OF | CHC ,0,.000,0,0,0,9999
W ,Spencer Jones OF | NYY ,0,.000,0,0,0,9999
W ,Justin Toerner OF | STL ,0,.000,0,0,0,9999
W ,Daniel Mateo OF | TEX ,0,.000,0,0,0,9999
W ,Lorenzo Cedrola OF | CLE ,0,.000,0,0,0,9999
W ,Yonathan Daza OF | COL ,0,.000,0,0,0,9999
W ,Mitch Longo OF | WAS ,0,.000,0,0,0,9999
W ,Nick Morabito OF | NYM ,0,.000,0,0,0,9999
W ,Jimmy Herron OF | MIL ,0,.000,0,0,0,9999
W ,Emanuel Andrews OF | COL ,0,.000,0,0,0,9999
W ,John Norwood OF | MIA ,0,.000,0,0,0,9999
W ,Caleb Adams OF | LAA ,0,.000,0,0,0,9999
W ,Josh Hatcher OF | TEX ,0,.000,0,0,0,9999
W ,Hosea Nelson OF | CLE ,0,.000,0,0,0,9999
W ,Austen Wade OF | CLE ,0,.000,0,0,0,9999
W ,Jose Gonzalez OF | HOU ,0,.000,0,0,0,9999
W ,Matt Fraizer OF | PIT ,0,.000,0,0,0,9999
W ,Brandon Sandoval OF | LAA ,0,.000,0,0,0,9999
W ,Isaiah Jackson OF | BOS ,0,.000,0,0,0,9999
W ,Denzel Clarke OF | ATH ,0,.000,0,0,0,9999
W ,Ryan Waldschmidt OF | ARI ,0,.000,0,0,0,9999
W ,Tyler Esplin OF | BOS ,0,.000,0,0,0,9999
W ,Jake Alu OF | WAS ,0,.000,0,0,0,9999
W ,Yerlin Luis OF | CLE ,0,.000,0,0,0,9999
W ,Estarling Mercado OF | NYM ,0,.000,0,0,0,9999
W ,Anderson Miller OF | KC ,0,.000,0,0,0,9999
W ,Zacrey Law OF | TB ,0,.000,0,0,0,9999
W ,Quentin Holmes OF | CLE ,0,.000,0,0,0,9999
W ,Coby Morales OF | NYY ,0,.000,0,0,0,9999
W ,Joseph Sullivan OF | HOU ,0,.000,0,0,0,9999
W ,Danny Gonzalez OF | MIA ,0,.000,0,0,0,9999
W ,Brett Phillips OF | CHW ,0,.000,0,0,0,9999
W ,Ryan Nagle OF | PIT ,0,.000,0,0,0,9999
W ,Hector Osorio OF | TEX ,0,.000,0,0,0,9999
W ,Richi Gonzalez OF | HOU ,0,.000,0,0,0,9999
W ,Esney Chacon OF | DET ,0,.000,0,0,0,9999
W ,Julian Escobedo OF | CLE ,0,.000,0,0,0,9999
W ,Pedro Pineda OF | ATH ,0,.000,0,0,0,9999
W ,Tommy Specht OF | TEX ,0,.000,0,0,0,9999
W ,Curtis Washington OF | SEA ,0,.000,0,0,0,9999
W ,Colin Davis OF | SEA ,0,.000,0,0,0,9999
W ,Jacob Melton OF | HOU,0,.000,0,0,0,9999
W ,Donald Dewees OF | CHC ,0,.000,0,0,0,9999
W ,Jamal O'Guinn OF | CIN ,0,.000,0,0,0,9999
W ,Edward Salcedo OF | PIT ,0,.000,0,0,0,9999
W ,Kade Kern OF | ATL ,0,.000,0,0,0,9999
W ,Aldemar Burgos OF | SD ,0,.000,0,0,0,9999
W ,D'Shawn Knowles OF | LAA ,0,.000,0,0,0,9999
W ,Norberto Obeso OF | TOR ,0,.000,0,0,0,9999
W ,Chad Hinshaw OF | LAA ,0,.000,0,0,0,9999
W ,Jared Carr OF | PHI ,0,.000,0,0,0,9999
W ,Rodrigo Orozco OF | TOR ,0,.000,0,0,0,9999
W ,Ryder Green OF | NYY ,0,.000,0,0,0,9999
W ,Jake Marisnick OF | ATL ,0,.000,0,0,0,9999
W ,Chase Luttrell OF | MIA ,0,.000,0,0,0,9999
W ,Devan Ahart OF | LAD ,0,.000,0,0,0,9999
W ,Kellen Strahm OF | TEX ,0,.000,0,0,0,9999
W ,Agustin Ruiz OF | MIN ,0,.000,0,0,0,9999
W ,Yeuni Munoz OF | TOR ,0,.000,0,0,0,9999
W ,Christian Franklin OF | WAS ,0,.000,0,0,0,9999
W ,Eddy Rodriguez OF | PIT ,0,.000,0,0,0,9999
W ,Andy Garriola OF | CHC ,0,.000,0,0,0,9999
W ,Canaan Smith-Njigba OF | PIT ,0,.000,0,0,0,9999
W ,Justin Jacobs OF | TEX ,0,.000,0,0,0,9999
W ,Miguel Aparicio OF | TEX ,0,.000,0,0,0,9999
W ,Deivy Castillo OF | LAD ,0,.000,0,0,0,9999
W ,Juan Silva OF | NYY ,0,.000,0,0,0,9999
W ,Noah Myers OF | TB ,0,.000,0,0,0,9999
W ,J.D. McLaughlin OF | DET ,0,.000,0,0,0,9999
W ,Junior Sosa OF | PIT ,0,.000,0,0,0,9999
W ,Emilio Gustave OF | TB ,0,.000,0,0,0,9999
W ,Aaron Schnurbusch OF | CHW ,0,.000,0,0,0,9999
W ,Justice Bigbie OF | DET ,0,.000,0,0,0,9999
W ,Geraldo Quintero OF | ATL ,0,.000,0,0,0,9999
W ,Victor Arias OF | TOR,0,.000,0,0,0,9999
W ,Gene Cone OF | NYM ,0,.000,0,0,0,9999
W ,Ben Verlander OF | DET ,0,.000,0,0,0,9999
W ,Malik Collymore OF | MIL ,0,.000,0,0,0,9999
W ,Drew Campbell OF | ATL ,0,.000,0,0,0,9999
W ,Caleb Hobson OF | COL ,0,.000,0,0,0,9999
W ,Tai Peete OF | SEA ,0,.000,0,0,0,9999
W ,Franchy Cordero OF | WAS,0,.000,0,0,0,9999
W ,Colby Thomas OF | ATH,0,.000,0,0,0,9999
W ,Chase Pinder OF | SF ,0,.000,0,0,0,9999
W ,Nelson Rada OF | LAA ,0,.000,0,0,0,9999
W ,Angel Perez OF | TB ,0,.000,0,0,0,9999
W ,Kemp Alderman OF | MIA ,0,.000,0,0,0,9999
W ,Erick Caripa OF | CLE ,0,.000,0,0,0,9999
W ,Tyler Frost OF | CHW ,0,.000,0,0,0,9999
W ,Josh Altmann OF | TEX ,0,.000,0,0,0,9999
W ,Stiven Martinez OF | BAL ,0,.000,0,0,0,9999
W ,Kennie Taylor OF | MIN ,0,.000,0,0,0,9999
W ,Michael Burgess OF | HOU ,0,.000,0,0,0,9999
W ,Trevor Boone OF | COL ,0,.000,0,0,0,9999
Report Updated as of  12/19/25  1:58 PM EST
