All Outfielders 2025  Season MLB Scoring Categories
Avail,Player,HR,OBP,R,RBI,SB,Rank,
Rieken Havoc,Aaron Judge OF | NYY ,53,.457,137,114,12,1
W ,Isael Soto OF | MIA ,0,.000,0,0,0,9999
W ,Rhett Wiseman OF | WAS ,0,.000,0,0,0,9999
W ,Leonys Martin OF | SEA ,0,.000,0,0,0,9999
W ,Victor Nova OF | CLE ,0,.000,0,0,0,9999
W ,Thomas Sosa OF | BAL,0,.000,0,0,0,9999
W ,Walker Jenkins OF | MIN ,0,.000,0,0,0,9999
W ,Logan Moon OF | KC ,0,.000,0,0,0,9999
W ,Spencer Griffin OF | LAA ,0,.000,0,0,0,9999
W ,Jared Oliva OF | MIL ,0,.000,0,0,0,9999
W ,Jeffrey Baez OF | ARI ,0,.000,0,0,0,9999
W ,Yemal Flores OF | PHI ,0,.000,0,0,0,9999
W ,Arturo Guerrero OF | SEA ,0,.000,0,0,0,9999
W ,Estuar Suero OF | PIT ,0,.000,0,0,0,9999
W ,Jiandido Tromp OF | PHI ,0,.000,0,0,0,9999
W ,Jake Cave OF | COL,0,.000,0,0,0,9999
W ,Stanley Consuegra OF | NYM ,0,.000,0,0,0,9999
W ,Emaarion Boyd OF | MIA ,0,.000,0,0,0,9999
W ,Wuilfredo Antunez OF | CLE,0,.000,0,0,0,9999
W ,Willy Montero OF | NYY ,0,.000,0,0,0,9999
W ,Enmanuel Terrero OF | PIT ,0,.000,0,0,0,9999
W ,Ryan Nagle OF | PIT ,0,.000,0,0,0,9999
W ,Michael Guldberg OF | ATH ,0,.000,0,0,0,9999
W ,Gabriel Martinez OF | TOR ,0,.000,0,0,0,9999
W ,Marshall Toole OF | NYY ,0,.000,0,0,0,9999
W ,Joshua Mears OF | SD ,0,.000,0,0,0,9999
W ,Michael Suchy OF | PIT ,0,.000,0,0,0,9999
W ,Cody Regis OF | ARI ,0,.000,0,0,0,9999
W ,Kelvin Diaz OF | BOS ,0,.000,0,0,0,9999
W ,Terry Fuller OF | STL ,0,.000,0,0,0,9999
W ,Tyler Horan OF | SF ,0,.000,0,0,0,9999
W ,Luis Castillo OF | MIL,0,.000,0,0,0,9999
W ,Gerson Molina OF | NYM ,0,.000,0,0,0,9999
W ,Ryan Waldschmidt OF | ARI ,0,.000,0,0,0,9999
W ,Thomas Spitz OF | STL ,0,.000,0,0,0,9999
W ,Robby Martin OF | COL ,0,.000,0,0,0,9999
W ,John Schuknecht OF | LAA ,0,.000,0,0,0,9999
W ,John Spikerman OF | PHI ,0,.000,0,0,0,9999
W ,Jared Dickey OF | ATH ,0,.000,0,0,0,9999
W ,Jaylen Palmer OF | CHC ,0,.000,0,0,0,9999
W ,Miguel Perez OF | SEA ,0,.000,0,0,0,9999
W ,Cody Wilson OF | WAS ,0,.000,0,0,0,9999
W ,Jonah Todd OF | LAA ,0,.000,0,0,0,9999
W ,Trevor Hauver OF | TEX,0,.000,0,0,0,9999
W ,Alfredo Escalera-Maldonado OF | NYM ,0,.000,0,0,0,9999
W ,Zach Davis OF | CHC ,0,.000,0,0,0,9999
W ,Chad Oberacker OF | ARI ,0,.000,0,0,0,9999
W ,Phillip Evans OF | ATL ,0,.000,0,0,0,9999
W ,James Jones OF | LAD ,0,.000,0,0,0,9999
W ,Brendan Summerhill OF | TB ,0,.000,0,0,0,9999
W ,Pat DeMarco OF | NYY ,0,.000,0,0,0,9999
W ,Tanner Kirwer OF | SEA ,0,.000,0,0,0,9999
W ,Antonio Cabello OF | TEX ,0,.000,0,0,0,9999
W ,Manuel Melendez OF | COL ,0,.000,0,0,0,9999
W ,Kade Kern OF | ATL ,0,.000,0,0,0,9999
W ,Mike Sirota OF | LAD ,0,.000,0,0,0,9999
W ,Walking Cabrera OF | SEA ,0,.000,0,0,0,9999
W ,Garrett Martin OF | NYY ,0,.000,0,0,0,9999
W ,Angel Mateo OF | TB ,0,.000,0,0,0,9999
W ,Hudson Haskin OF | BAL,0,.000,0,0,0,9999
W ,Vince Jackson OF | STL ,0,.000,0,0,0,9999
W ,Eduarqui Fernandez OF | MIL ,0,.000,0,0,0,9999
W ,Victor Roache OF | MIL ,0,.000,0,0,0,9999
W ,Will Taylor OF | PIT ,0,.000,0,0,0,9999
W ,Bo Davidson OF | SF ,0,.000,0,0,0,9999
W ,Ryan Aper OF | MIA ,0,.000,0,0,0,9999
W ,Aidan Smith OF | TB ,0,.000,0,0,0,9999
W ,Gabriel Maciel OF | MIN ,0,.000,0,0,0,9999
W ,Arby Fields OF | SEA ,0,.000,0,0,0,9999
W ,Kyle Battle OF | NYY ,0,.000,0,0,0,9999
W ,Justin Toerner OF | STL ,0,.000,0,0,0,9999
W ,Randy Reyes OF | COL ,0,.000,0,0,0,9999
W ,Jordan Paroubeck OF | SD ,0,.000,0,0,0,9999
W ,Braxton Davidson OF | ATL ,0,.000,0,0,0,9999
W ,Braylon Payne OF | MIL ,0,.000,0,0,0,9999
W ,Brennan Gowens OF | LAA ,0,.000,0,0,0,9999
W ,Yeremi Cabrera OF | TEX ,0,.000,0,0,0,9999
W ,Luis Cova OF | MIA ,0,.000,0,0,0,9999
W ,Avisail Garcia OF | MIA,0,.000,0,0,0,9999
W ,Elvis Rubio OF | DET ,0,.000,0,0,0,9999
W ,Rudy Martin OF | KC ,0,.000,0,0,0,9999
W ,Franchy Cordero OF | WAS,0,.000,0,0,0,9999
W ,Roberto Campos OF | DET ,0,.000,0,0,0,9999
W ,Lonnie White OF | PIT ,0,.000,0,0,0,9999
W ,Braiden Ward OF | COL ,0,.000,0,0,0,9999
W ,Alexander Ramirez OF | LAA ,0,.000,0,0,0,9999
W ,Ryan Ward OF | LAD ,0,.000,0,0,0,9999
W ,Angel Zarate OF | CLE ,0,.000,0,0,0,9999
W ,Breland Almadova OF | ARI ,0,.000,0,0,0,9999
W ,Kennie Taylor OF | MIN ,0,.000,0,0,0,9999
W ,Angel Perez OF | TB ,0,.000,0,0,0,9999
W ,Willy Vasquez OF | TB ,0,.000,0,0,0,9999
W ,Jose Cordoba OF | STL ,0,.000,0,0,0,9999
W ,Adolfo Sanchez OF | CIN ,0,.000,0,0,0,9999
W ,Joshua Baez OF | STL ,0,.000,0,0,0,9999
W ,Cameron Flynn OF | MIA ,0,.000,0,0,0,9999
W ,Ryan Stephens OF | COL ,0,.000,0,0,0,9999
W ,Shawon Dunston OF | CHC ,0,.000,0,0,0,9999
W ,Jose Ortiz OF | SF ,0,.000,0,0,0,9999
W ,Julio Francisco OF | PHI ,0,.000,0,0,0,9999
W ,David Peralta OF | SD,0,.000,0,0,0,9999
W ,Arnaldo Berrios OF | NYM ,0,.000,0,0,0,9999
W ,Anthony Prato OF | MIN ,0,.000,0,0,0,9999
W ,Brady Allen OF | DET ,0,.000,0,0,0,9999
W ,Brock Jones OF | TB ,0,.000,0,0,0,9999
W ,Stephen Gaylor OF | ATL ,0,.000,0,0,0,9999
W ,Chavez Young OF | MIL ,0,.000,0,0,0,9999
W ,Zach Sullivan OF | MIA ,0,.000,0,0,0,9999
W ,Jeremy Celedonio OF | ATL ,0,.000,0,0,0,9999
W ,Diego Tornes OF | ATL ,0,.000,0,0,0,9999
W ,Connor McKay OF | TEX ,0,.000,0,0,0,9999
W ,Braylin Morel OF | TEX ,0,.000,0,0,0,9999
W ,Oscar Colas OF | CHW,0,.000,0,0,0,9999
W ,Armani Smith OF | MIN ,0,.000,0,0,0,9999
W ,Evan Alexander OF | NYY ,0,.000,0,0,0,9999
W ,Juneiker Caceres OF | CLE ,0,.000,0,0,0,9999
W ,Guy Lipscomb OF | CLE ,0,.000,0,0,0,9999
W ,Luis Silverio OF | ARI ,0,.000,0,0,0,9999
W ,Edgar Basabe OF | TEX ,0,.000,0,0,0,9999
W ,Ariel Almonte OF | CIN ,0,.000,0,0,0,9999
W ,Brock Lundquist OF | TOR ,0,.000,0,0,0,9999
W ,Aaron Zavala OF | TEX ,0,.000,0,0,0,9999
W ,Maykel Coret OF | TB ,0,.000,0,0,0,9999
W ,Ian Petrutz OF | STL,0,.000,0,0,0,9999
W ,Jack Moss OF | CIN ,0,.000,0,0,0,9999
W ,Moises Gomez OF | STL ,0,.000,0,0,0,9999
W ,Eduardo Beltre OF | MIN ,0,.000,0,0,0,9999
W ,Hill Alexander OF | TB ,0,.000,0,0,0,9999
W ,Bill Knight OF | SEA ,0,.000,0,0,0,9999
W ,Donovan Casey OF | WAS ,0,.000,0,0,0,9999
W ,Jack Herman OF | PIT ,0,.000,0,0,0,9999
W ,Keith Curcio OF | BOS ,0,.000,0,0,0,9999
W ,Rashad Crawford OF | NYY ,0,.000,0,0,0,9999
W ,Pedro Leon OF | PHI ,0,.000,0,0,0,9999
W ,Luis Medina OF | MIL ,0,.000,0,0,0,9999
W ,Jordan Viars OF | PHI ,0,.000,0,0,0,9999
W ,Enrique Bradfield OF | BAL ,0,.000,0,0,0,9999
W ,Taylor Kohlwey OF | NYM ,0,.000,0,0,0,9999
W ,Jose Miguel Medina OF | NYM ,0,.000,0,0,0,9999
W ,Kyle Hess OF | MIN ,0,.000,0,0,0,9999
W ,Matt Pita OF | NYY ,0,.000,0,0,0,9999
W ,Emanuel Andrews OF | COL ,0,.000,0,0,0,9999
W ,Mason Smith OF | SD ,0,.000,0,0,0,9999
W ,Nick Morabito OF | NYM ,0,.000,0,0,0,9999
W ,Adrian Hernandez OF | NYM ,0,.000,0,0,0,9999
W ,Demi Orimoloye OF | TOR ,0,.000,0,0,0,9999
W ,Ronny Dominguez OF | CLE ,0,.000,0,0,0,9999
W ,Cody Milligan OF | ATL ,0,.000,0,0,0,9999
W ,Tyler Whitaker OF | HOU ,0,.000,0,0,0,9999
W ,J.D. Orr OF | MIA ,0,.000,0,0,0,9999
W ,Gabriel Rincones OF | PHI ,0,.000,0,0,0,9999
W ,Kort Peterson OF | KC ,0,.000,0,0,0,9999
W ,Brandon Sandoval OF | LAA ,0,.000,0,0,0,9999
W ,Tre Carter OF | SD ,0,.000,0,0,0,9999
W ,Brennon Lund OF | LAA ,0,.000,0,0,0,9999
W ,Jose Cardona OF | CHC ,0,.000,0,0,0,9999
W ,Zach Nehrir OF | ARI,0,.000,0,0,0,9999
W ,Misael Gonzalez Acosta OF | CHW ,0,.000,0,0,0,9999
W ,Robert Gonzalez OF | ATL ,0,.000,0,0,0,9999
W ,Dimas Ojeda OF | SEA ,0,.000,0,0,0,9999
W ,Anthony Ray OF | STL ,0,.000,0,0,0,9999
W ,Brett Callahan OF | DET ,0,.000,0,0,0,9999
W ,Bo Way OF | LAA ,0,.000,0,0,0,9999
W ,Joe Gray OF | KC ,0,.000,0,0,0,9999
W ,Carlos Machado OF | HOU ,0,.000,0,0,0,9999
W ,Connor Hujsak OF | TB ,0,.000,0,0,0,9999
W ,Bubba Thompson OF | CIN ,0,.000,0,0,0,9999
W ,Wilderd Patino OF | ARI ,0,.000,0,0,0,9999
W ,Luke Burch OF | DET ,0,.000,0,0,0,9999
W ,LeDarious Clark OF | TEX ,0,.000,0,0,0,9999
W ,Edward Olivares OF | PIT ,0,.000,0,0,0,9999
W ,Brian Anderson OF | ATL ,0,.000,0,0,0,9999
W ,Jake Vogel OF | LAD ,0,.000,0,0,0,9999
W ,Luke Persico OF | ATH ,0,.000,0,0,0,9999
W ,Ben Norman OF | CHW,0,.000,0,0,0,9999
W ,Zach Britton OF | TOR ,0,.000,0,0,0,9999
W ,Clark Eagan OF | PIT ,0,.000,0,0,0,9999
W ,Kyle Johnson OF | NYM ,0,.000,0,0,0,9999
W ,D.J. Wilson OF | CHC ,0,.000,0,0,0,9999
W ,Zacrey Law OF | TB ,0,.000,0,0,0,9999
W ,Ben Ruta OF | SD ,0,.000,0,0,0,9999
W ,Gilberto Jimenez OF | BOS,0,.000,0,0,0,9999
W ,Seth Stephenson OF | DET ,0,.000,0,0,0,9999
W ,Jordan Wren OF | BOS ,0,.000,0,0,0,9999
W ,Edmond Americaan OF | CHC ,0,.000,0,0,0,9999
W ,Gaige Howard OF | LAD ,0,.000,0,0,0,9999
W ,Gabriel Mejia OF | CLE ,0,.000,0,0,0,9999
W ,Austin Wilson OF | SEA ,0,.000,0,0,0,9999
W ,Jacob Rhinesmith OF | WAS ,0,.000,0,0,0,9999
W ,Aldemar Burgos OF | SD ,0,.000,0,0,0,9999
W ,Luis Lara OF | MIL ,0,.000,0,0,0,9999
W ,Mark Payton OF | CHW ,0,.000,0,0,0,9999
W ,Grant Witherspoon OF | TB ,0,.000,0,0,0,9999
W ,Ethan Wagner OF | HOU ,0,.000,0,0,0,9999
W ,Jeff Roy OF | PIT ,0,.000,0,0,0,9999
W ,Brendan Jones OF | NYY ,0,.000,0,0,0,9999
W ,Torii Hunter OF | LAA ,0,.000,0,0,0,9999
W ,Michael Gigliotti OF | SF ,0,.000,0,0,0,9999
W ,Gilberto Celestino OF | NYM ,0,.000,0,0,0,9999
W ,Brando Mayea OF | NYY ,0,.000,0,0,0,9999
W ,Trever Allen OF | LAA ,0,.000,0,0,0,9999
W ,Daiwer Castellanos OF | TB ,0,.000,0,0,0,9999
W ,Amaurys Minier OF | MIN ,0,.000,0,0,0,9999
W ,Jerrick Suiter OF | PIT ,0,.000,0,0,0,9999
W ,Alex Iadisernia OF | STL ,0,.000,0,0,0,9999
W ,Fenwick Trimble OF | MIA,0,.000,0,0,0,9999
W ,Darius Hill OF | CHC ,0,.000,0,0,0,9999
W ,Joel Booker OF | CHW ,0,.000,0,0,0,9999
W ,Daniel Spingola OF | CHC ,0,.000,0,0,0,9999
W ,Jhon Torres OF | STL ,0,.000,0,0,0,9999
W ,Kelly Dugan OF | PHI ,0,.000,0,0,0,9999
W ,Jon Kemmer OF | MIN ,0,.000,0,0,0,9999
W ,John Mora OF | NYM ,0,.000,0,0,0,9999
W ,Kole Enright OF | TEX ,0,.000,0,0,0,9999
W ,Carlos Jorge OF | CIN ,0,.000,0,0,0,9999
W ,Aaron Hicks OF | LAA,0,.000,0,0,0,9999
W ,Orlando Martinez OF | LAA ,0,.000,0,0,0,9999
W ,Kellum Clark OF | NYM ,0,.000,0,0,0,9999
W ,Austen Wade OF | CLE ,0,.000,0,0,0,9999
W ,Pablo Abreu OF | MIL ,0,.000,0,0,0,9999
W ,Pablo Olivares OF | NYY ,0,.000,0,0,0,9999
W ,Sebastian Elizalde OF | CIN ,0,.000,0,0,0,9999
W ,Miles Gordon OF | CIN ,0,.000,0,0,0,9999
W ,Robert Calaz OF | COL ,0,.000,0,0,0,9999
W ,Yohendrick Pinango OF | TOR ,0,.000,0,0,0,9999
W ,Richi Gonzalez OF | HOU ,0,.000,0,0,0,9999
W ,Ricky Eusebio OF | SEA ,0,.000,0,0,0,9999
W ,Chris Alleyne OF | LAD ,0,.000,0,0,0,9999
W ,Robert Gonzalez OF | TEX ,0,.000,0,0,0,9999
W ,Kevin Keyes OF | WAS ,0,.000,0,0,0,9999
W ,Kala'i Rosario OF | MIN ,0,.000,0,0,0,9999
W ,Natanael Delgado OF | BAL ,0,.000,0,0,0,9999
W ,Ryan Scott OF | BOS ,0,.000,0,0,0,9999
W ,Kevin Garcia OF | CIN ,0,.000,0,0,0,9999
W ,Mike Peabody OF | LAA ,0,.000,0,0,0,9999
W ,Luis Baez OF | HOU ,0,.000,0,0,0,9999
W ,Tyler Dearden OF | MIN ,0,.000,0,0,0,9999
W ,David Hensley OF | DET ,0,.000,0,0,0,9999
W ,Kyri Washington OF | BOS ,0,.000,0,0,0,9999
W ,Wil Dalton OF | BOS ,0,.000,0,0,0,9999
W ,Douglas Hodo III OF | BAL ,0,.000,0,0,0,9999
W ,Cade Gotta OF | TB ,0,.000,0,0,0,9999
W ,Ian Dawkins OF | CHW ,0,.000,0,0,0,9999
W ,Cory Vaughn OF | NYM ,0,.000,0,0,0,9999
W ,Levi Jordan OF | CIN ,0,.000,0,0,0,9999
W ,Tyler Wilson OF | NYY ,0,.000,0,0,0,9999
W ,Carlos Aguiar OF | MIN ,0,.000,0,0,0,9999
W ,Auston Bousfield OF | SD ,0,.000,0,0,0,9999
W ,Gio Brusa OF | SF ,0,.000,0,0,0,9999
W ,Tra'mayne Holmes OF | ARI ,0,.000,0,0,0,9999
W ,Josh Altmann OF | TEX ,0,.000,0,0,0,9999
W ,Marcus Smith OF | TEX ,0,.000,0,0,0,9999
W ,Blake Rutherford OF | WAS,0,.000,0,0,0,9999
W ,Tommy Specht OF | TEX ,0,.000,0,0,0,9999
W ,Cody Orr OF | HOU ,0,.000,0,0,0,9999
W ,Alvin Guzman OF | ARI ,0,.000,0,0,0,9999
W ,Jodd Carter OF | CLE ,0,.000,0,0,0,9999
W ,Turner Hill OF | SF ,0,.000,0,0,0,9999
W ,Keenyn Walker OF | CHW ,0,.000,0,0,0,9999
W ,Jose Gonzalez OF | HOU ,0,.000,0,0,0,9999
W ,London Lindley OF | TEX ,0,.000,0,0,0,9999
W ,Andrew Pintar OF | MIA ,0,.000,0,0,0,9999
W ,Byron Chourio OF | MIN ,0,.000,0,0,0,9999
W ,Jordan Brewer OF | HOU ,0,.000,0,0,0,9999
W ,Roilan Machandy OF | HOU ,0,.000,0,0,0,9999
W ,D.J. Davis OF | TOR ,0,.000,0,0,0,9999
W ,Anthony Gutierrez OF | TEX ,0,.000,0,0,0,9999
W ,Nick Schnell OF | WAS ,0,.000,0,0,0,9999
W ,B.J. Boyd OF | ATH ,0,.000,0,0,0,9999
W ,Tim Locastro OF | SD ,0,.000,0,0,0,9999
W ,Gene Cone OF | NYM ,0,.000,0,0,0,9999
W ,Todd Lott OF | STL ,0,.000,0,0,0,9999
W ,Brendon Sanger OF | LAA ,0,.000,0,0,0,9999
W ,Garrett Hiott OF | TB ,0,.000,0,0,0,9999
W ,Danny Lantigua OF | CIN ,0,.000,0,0,0,9999
W ,Isaiah Jackson OF | BOS ,0,.000,0,0,0,9999
W ,Agustin Ruiz OF | MIN ,0,.000,0,0,0,9999
W ,Derek Miller OF | BOS ,0,.000,0,0,0,9999
W ,Duke Ellis OF | NYY,0,.000,0,0,0,9999
W ,Bryson Worrell OF | ATL ,0,.000,0,0,0,9999
W ,D'Shawn Knowles OF | LAA ,0,.000,0,0,0,9999
W ,Anthony Garcia OF | NYY ,0,.000,0,0,0,9999
W ,Benny Montgomery OF | COL ,0,.000,0,0,0,9999
W ,Alex Glenn OF | MIA ,0,.000,0,0,0,9999
W ,Daniel Sweet OF | CIN ,0,.000,0,0,0,9999
W ,Norel Gonzalez OF | MIA ,0,.000,0,0,0,9999
W ,Aaron Brown OF | ATH ,0,.000,0,0,0,9999
W ,Franklin Labour OF | SF ,0,.000,0,0,0,9999
W ,Tate Matheny OF | BOS ,0,.000,0,0,0,9999
Report Updated as of  12/18/25  3:26 PM EST
