All Utility Players 2025  Season MLB Scoring Categories
Avail,Player,HR,OBP,R,RBI,SB,Rank,
Rieken Havoc,Aaron Judge OF | NYY ,53,.457,137,114,12,1
W ,Ethan Conrad OF | CHC ,0,.000,0,0,0,9999
W ,Luke Stevenson C | SEA ,0,.000,0,0,0,9999
W ,Leo De Vries SS | ATH ,0,.000,0,0,0,9999
W ,Peter Van Gansen SS | SD ,0,.000,0,0,0,9999
W ,Brian Hernandez 3B | LAA ,0,.000,0,0,0,9999
W ,Eric Brown 2B | MIL ,0,.000,0,0,0,9999
W ,Dylan Hardy OF | BOS ,0,.000,0,0,0,9999
W ,Gage Canning OF | WAS ,0,.000,0,0,0,9999
W ,Ethan Hearn C | CHC ,0,.000,0,0,0,9999
W ,Adalberto Mondesi SS | BOS,0,.000,0,0,0,9999
W ,Jakob Christian OF | SF ,0,.000,0,0,0,9999
W ,Chris Diaz SS | MIA ,0,.000,0,0,0,9999
W ,Jairo Perez 3B | MIN ,0,.000,0,0,0,9999
W ,Myles Emmerson C | LAA ,0,.000,0,0,0,9999
W ,Gian Zapata OF | ARI ,0,.000,0,0,0,9999
W ,Matt Whatley C | TOR ,0,.000,0,0,0,9999
W ,Jonathan Piron 2B | COL ,0,.000,0,0,0,9999
W ,Kendall George OF | LAD ,0,.000,0,0,0,9999
W ,Freddy Guilamo C | HOU ,0,.000,0,0,0,9999
W ,Jeremy Rivas SS | STL ,0,.000,0,0,0,9999
W ,Justin Jacobs OF | TEX ,0,.000,0,0,0,9999
W ,Anderson Green SS | CHC ,0,.000,0,0,0,9999
W ,Nelson Molina 3B | COL ,0,.000,0,0,0,9999
W ,Alberti Chavez 3B | CIN ,0,.000,0,0,0,9999
W ,Stephen Wickens SS | MIN ,0,.000,0,0,0,9999
W ,Andy Weber 3B | ARI ,0,.000,0,0,0,9999
W ,Francisco Diaz C | NYY ,0,.000,0,0,0,9999
W ,Mac Horvath OF | TB ,0,.000,0,0,0,9999
W ,John Spikerman OF | PHI ,0,.000,0,0,0,9999
W ,Cole Freeman 2B | WAS ,0,.000,0,0,0,9999
W ,Blake Tiberi 3B | NYM ,0,.000,0,0,0,9999
W ,Boston Baro SS | NYM ,0,.000,0,0,0,9999
W ,Lorenzo Quintana C | MIA ,0,.000,0,0,0,9999
W ,Greg Cullen 2B | BAL ,0,.000,0,0,0,9999
W ,Liam Spence SS | CHC ,0,.000,0,0,0,9999
W ,Wagner Lagrange OF | NYM ,0,.000,0,0,0,9999
W ,Christian Martin 2B | STL ,0,.000,0,0,0,9999
W ,Ty Washington 2B | MIA ,0,.000,0,0,0,9999
W ,Connor Justus SS | LAA ,0,.000,0,0,0,9999
W ,Jared Dickey OF | ATH ,0,.000,0,0,0,9999
W ,Alan Garcia OF | SD ,0,.000,0,0,0,9999
W ,Daniel Vogelbach DH | TOR,0,.000,0,0,0,9999
W ,Erick Mejia 3B | WAS ,0,.000,0,0,0,9999
W ,Jake Hirabayashi C | MIN ,0,.000,0,0,0,9999
W ,Marcus Davis 1B | SD ,0,.000,0,0,0,9999
W ,Quincy Scott OF | TEX ,0,.000,0,0,0,9999
W ,Randy Ventura 2B | CIN ,0,.000,0,0,0,9999
W ,Mason Robbins OF | CHW ,0,.000,0,0,0,9999
W ,Kyler Murray OF | ATH ,0,.000,0,0,0,9999
W ,Kale Emshoff C | KC ,0,.000,0,0,0,9999
W ,Daniel Brito 2B | PHI ,0,.000,0,0,0,9999
W ,Jacob Zanon OF | NYM ,0,.000,0,0,0,9999
W ,Thomas Coyle 2B | TB ,0,.000,0,0,0,9999
W ,Dominic Pitelli SS | CIN ,0,.000,0,0,0,9999
W ,Beau Brewer 3B | NYY ,0,.000,0,0,0,9999
W ,Abrahan Ramirez 2B | MIA ,0,.000,0,0,0,9999
W ,Tucker Flint OF | LAA ,0,.000,0,0,0,9999
W ,Beau Brundage SS | TB ,0,.000,0,0,0,9999
W ,Sharif Othman C | MIA ,0,.000,0,0,0,9999
W ,Waner Luciano 3B | HOU ,0,.000,0,0,0,9999
W ,Eric Bitonti 1B | MIL ,0,.000,0,0,0,9999
W ,Brock Vradenburg 1B | MIA ,0,.000,0,0,0,9999
W ,Abdias De La Cruz OF | ARI ,0,.000,0,0,0,9999
W ,Yanki Baptiste SS | CLE ,0,.000,0,0,0,9999
W ,Ethan Wilson OF | PHI ,0,.000,0,0,0,9999
W ,Yunior Severino 3B | MIN ,0,.000,0,0,0,9999
W ,Chris DeVito 1B | KC ,0,.000,0,0,0,9999
W ,Yosmany Guerra SS | MIA ,0,.000,0,0,0,9999
W ,Javier Osorio 3B | DET ,0,.000,0,0,0,9999
W ,Leobaldo Cabrera OF | MIN ,0,.000,0,0,0,9999
W ,Josh Hood SS | SEA ,0,.000,0,0,0,9999
W ,Sebastian Almonte 2B | CIN ,0,.000,0,0,0,9999
W ,Justin Guerrera SS | NYM ,0,.000,0,0,0,9999
W ,Luis Rodriguez OF | LAD,0,.000,0,0,0,9999
W ,Emil Morales SS | LAD ,0,.000,0,0,0,9999
W ,Dervy Ventura 2B | SEA ,0,.000,0,0,0,9999
W ,Cris Rodriguez OF | DET ,0,.000,0,0,0,9999
W ,Jonathan Davis OF | MIA ,0,.000,0,0,0,9999
W ,Cooper Bowman 2B | CIN ,0,.000,0,0,0,9999
W ,Anderson Franco 3B | WAS ,0,.000,0,0,0,9999
W ,Brandon Lewis 1B | LAD ,0,.000,0,0,0,9999
W ,Riley Unroe 2B | DET ,0,.000,0,0,0,9999
W ,Harrison Spohn SS | MIA ,0,.000,0,0,0,9999
W ,Dennis Ortega C | MIN ,0,.000,0,0,0,9999
W ,Hunter Fitz-Gerald 1B | SEA ,0,.000,0,0,0,9999
W ,Rafael Morel SS | CHC ,0,.000,0,0,0,9999
W ,James Tibbs OF | LAD ,0,.000,0,0,0,9999
W ,Tanner Kirwer OF | SEA ,0,.000,0,0,0,9999
W ,Alan Mejia OF | NYY ,0,.000,0,0,0,9999
W ,Josh Whitaker OF | ATH ,0,.000,0,0,0,9999
W ,Jeferson Morales C | MIN ,0,.000,0,0,0,9999
W ,Angel Rojas 2B | NYY ,0,.000,0,0,0,9999
W ,Erick Meza 1B | LAD ,0,.000,0,0,0,9999
W ,Antonio Gomez C | NYY ,0,.000,0,0,0,9999
W ,Andrew Fischer 3B | MIL ,0,.000,0,0,0,9999
W ,Jake Rucker 2B | MIN ,0,.000,0,0,0,9999
W ,Sandro Gaston C | HOU ,0,.000,0,0,0,9999
W ,Robbie Grossman OF | KC,0,.000,0,0,0,9999
W ,Adinso Reyes 3B | DET ,0,.000,0,0,0,9999
W ,Yorlis Rodriguez 3B | SF ,0,.000,0,0,0,9999
W ,Ezequiel Pagan OF | LAD ,0,.000,0,0,0,9999
W ,Derek Jenkins OF | LAA ,0,.000,0,0,0,9999
W ,Estiven Machado SS | TOR ,0,.000,0,0,0,9999
W ,Brailer Guerrero OF | TB ,0,.000,0,0,0,9999
W ,Tim Smalling SS | COL ,0,.000,0,0,0,9999
W ,Charles Davalan OF | LAD ,0,.000,0,0,0,9999
W ,Chris O'Brien C | BAL ,0,.000,0,0,0,9999
W ,Brandon Belt DH | TOR,0,.000,0,0,0,9999
W ,Brayden Taylor 3B | TB ,0,.000,0,0,0,9999
W ,Hendry Mendez OF | MIN ,0,.000,0,0,0,9999
W ,Zach Nehrir OF | ARI,0,.000,0,0,0,9999
W ,Brett Netzer 2B | BOS ,0,.000,0,0,0,9999
W ,Jacob Berry 2B | MIA ,0,.000,0,0,0,9999
W ,Daniel Guilarte 2B | MIL ,0,.000,0,0,0,9999
W ,Raudy De Los Santos SS | DET ,0,.000,0,0,0,9999
W ,Shawn Pleffner 1B | WAS ,0,.000,0,0,0,9999
W ,Cade McGee 3B | STL ,0,.000,0,0,0,9999
W ,Aaron Schnurbusch OF | CHW ,0,.000,0,0,0,9999
W ,Austin Cousino OF | SEA ,0,.000,0,0,0,9999
W ,Garret Guillemette C | HOU ,0,.000,0,0,0,9999
W ,Kyler Fedko OF | MIN ,0,.000,0,0,0,9999
W ,Aderlin Rodriguez 3B | SD ,0,.000,0,0,0,9999
W ,Jacob Gonzalez 2B | CHW ,0,.000,0,0,0,9999
W ,Dan Black 1B | MIA ,0,.000,0,0,0,9999
W ,Ali Camarillo SS | ATH ,0,.000,0,0,0,9999
W ,Davis Bradshaw OF | MIA ,0,.000,0,0,0,9999
W ,Luis Lopez SS | CIN ,0,.000,0,0,0,9999
W ,Dasan Brown OF | TOR ,0,.000,0,0,0,9999
W ,Nick Zammarelli 3B | SEA ,0,.000,0,0,0,9999
W ,Caden Rose OF | BOS ,0,.000,0,0,0,9999
W ,Cornelius Randolph OF | CHW ,0,.000,0,0,0,9999
W ,Isael Soto OF | MIA ,0,.000,0,0,0,9999
W ,Zach Jackson C | STL ,0,.000,0,0,0,9999
W ,Reydel Medina OF | CIN ,0,.000,0,0,0,9999
W ,David Sheaffer C | SEA ,0,.000,0,0,0,9999
W ,Rodrigo Orozco OF | TOR ,0,.000,0,0,0,9999
W ,Luis Curbelo SS | CHW ,0,.000,0,0,0,9999
W ,J.D. Orr OF | MIA ,0,.000,0,0,0,9999
W ,Samuel Munoz OF | LAD ,0,.000,0,0,0,9999
W ,Trevor Boone OF | COL ,0,.000,0,0,0,9999
W ,Jakey Josepha SS | ARI ,0,.000,0,0,0,9999
W ,Auston Bousfield OF | SD ,0,.000,0,0,0,9999
W ,Chase Valentine SS | SD ,0,.000,0,0,0,9999
W ,Damon Keith OF | LAD ,0,.000,0,0,0,9999
W ,John Silviano 1B | MIA ,0,.000,0,0,0,9999
W ,Echedry Vargas 3B | MIA ,0,.000,0,0,0,9999
W ,Dillon Head OF | MIA ,0,.000,0,0,0,9999
W ,Ismael Salgado OF | DET ,0,.000,0,0,0,9999
W ,Drew Ward 3B | WAS ,0,.000,0,0,0,9999
W ,Kevin Ereu 1B | MIL ,0,.000,0,0,0,9999
W ,Casey Golden OF | COL ,0,.000,0,0,0,9999
W ,C.J. Cron 1B | BOS ,0,.000,0,0,0,9999
W ,Malik Collymore OF | MIL ,0,.000,0,0,0,9999
W ,Omar Carrizales OF | COL ,0,.000,0,0,0,9999
W ,Arol Vera SS | LAA ,0,.000,0,0,0,9999
W ,Nick Dunn 2B | SEA ,0,.000,0,0,0,9999
W ,Billy Hamilton OF | CHW,0,.000,0,0,0,9999
W ,Juan Garcia C | CIN ,0,.000,0,0,0,9999
W ,Rudy Martin OF | KC ,0,.000,0,0,0,9999
W ,David Thompson 3B | NYM ,0,.000,0,0,0,9999
W ,Agustin Marte SS | MIN ,0,.000,0,0,0,9999
W ,Felix Negueis OF | NYY ,0,.000,0,0,0,9999
W ,Brad Zunica 1B | SD ,0,.000,0,0,0,9999
W ,Fernando Perez 2B | SD ,0,.000,0,0,0,9999
W ,Cam Gibson OF | DET ,0,.000,0,0,0,9999
W ,Roilan Machandy OF | HOU ,0,.000,0,0,0,9999
W ,Jordan Zimmerman 3B | LAA ,0,.000,0,0,0,9999
W ,Ronnie Jebavy OF | SF ,0,.000,0,0,0,9999
W ,Logan Wyatt 1B | SF ,0,.000,0,0,0,9999
W ,Jesus Baez SS | STL ,0,.000,0,0,0,9999
W ,Brayan Hernandez OF | MIA ,0,.000,0,0,0,9999
W ,Josh Lester 1B | KC ,0,.000,0,0,0,9999
W ,Gabriel Cancel 2B | KC ,0,.000,0,0,0,9999
W ,Gabriel Mejia OF | CLE ,0,.000,0,0,0,9999
W ,Dickie Joe Thon 2B | STL ,0,.000,0,0,0,9999
W ,Seth Beer DH | PIT ,0,.000,0,0,0,9999
W ,Jorge Caballero OF | MIA ,0,.000,0,0,0,9999
W ,Brady McConnell SS | KC ,0,.000,0,0,0,9999
W ,Enmanuel Bonilla OF | TOR ,0,.000,0,0,0,9999
W ,Jeferson Espinal OF | ARI,0,.000,0,0,0,9999
W ,Alex Iadisernia OF | STL ,0,.000,0,0,0,9999
W ,Brad Haynal C | MIA ,0,.000,0,0,0,9999
W ,Blake Rambusch 3B | SEA ,0,.000,0,0,0,9999
W ,Eduardo Beltre OF | MIN ,0,.000,0,0,0,9999
W ,Nathan Rodriguez C | MIL ,0,.000,0,0,0,9999
W ,Jesse Berardi SS | CLE ,0,.000,0,0,0,9999
W ,Jorge Quintana SS | SD ,0,.000,0,0,0,9999
W ,Jeral Perez 2B | CHW ,0,.000,0,0,0,9999
W ,AJ Graffanino SS | BAL ,0,.000,0,0,0,9999
W ,Jace LaViolette OF | CLE ,0,.000,0,0,0,9999
W ,Karson Simas SS | BOS ,0,.000,0,0,0,9999
W ,D.J. Davis OF | TOR ,0,.000,0,0,0,9999
W ,Victor Mesia C | TOR,0,.000,0,0,0,9999
W ,Tyler Tolve C | ATL ,0,.000,0,0,0,9999
W ,Drew Swift 3B | ATH ,0,.000,0,0,0,9999
W ,David Garcia C | MIL ,0,.000,0,0,0,9999
W ,Josh Richmond OF | CHW ,0,.000,0,0,0,9999
W ,Anthony Scull OF | LAA ,0,.000,0,0,0,9999
W ,Andres Melendez C | CLE ,0,.000,0,0,0,9999
W ,Zacrey Law OF | TB ,0,.000,0,0,0,9999
W ,Michael Turner C | CHW ,0,.000,0,0,0,9999
W ,Ruben Ibarra 1B | CIN ,0,.000,0,0,0,9999
W ,Eli Willits SS | WAS ,0,.000,0,0,0,9999
W ,Ryan Costello 3B | MIN ,0,.000,0,0,0,9999
W ,Zack Zehner OF | NYY ,0,.000,0,0,0,9999
W ,Kevin Plawecki C | TEX ,0,.000,0,0,0,9999
W ,Renae Martinez C | ARI ,0,.000,0,0,0,9999
W ,Luis De Los Santos 3B | TOR,0,.000,0,0,0,9999
W ,Logan Hill OF | PIT ,0,.000,0,0,0,9999
W ,Franklin Labour OF | SF ,0,.000,0,0,0,9999
W ,Jorgelys Mota 3B | WAS ,0,.000,0,0,0,9999
W ,Osmy Gregorio 2B | LAA ,0,.000,0,0,0,9999
W ,Trey Cabbage OF | PIT,0,.000,0,0,0,9999
W ,Charlie Madden C | BOS ,0,.000,0,0,0,9999
W ,Jonathan Cluff OF | WAS ,0,.000,0,0,0,9999
W ,Tom Murphy C | SF ,0,.000,0,0,0,9999
W ,Chris Betts C | TB ,0,.000,0,0,0,9999
W ,Ramon Morla SS | SEA ,0,.000,0,0,0,9999
W ,Carlos De La Cruz OF | WAS ,0,.000,0,0,0,9999
W ,Kevin Milam 2B | NYY ,0,.000,0,0,0,9999
W ,Patrick Dorrian 2B | MIL ,0,.000,0,0,0,9999
W ,Anfernee Grier OF | ARI ,0,.000,0,0,0,9999
W ,Brett Squires 1B | KC ,0,.000,0,0,0,9999
W ,Dax Kilby SS | NYY ,0,.000,0,0,0,9999
W ,Tyler Whitaker OF | HOU ,0,.000,0,0,0,9999
W ,Simon Rodriguez OF | CLE ,0,.000,0,0,0,9999
W ,Sebastian Espino SS | TOR ,0,.000,0,0,0,9999
W ,Daniel Palka 1B | BOS ,0,.000,0,0,0,9999
W ,Sonny DiChiara 1B | LAA ,0,.000,0,0,0,9999
W ,Brainer Bonaci SS | BOS ,0,.000,0,0,0,9999
W ,Jancel Villarroel C | HOU ,0,.000,0,0,0,9999
W ,Bruce Yari 1B | CIN ,0,.000,0,0,0,9999
W ,Kole Calhoun 1B | CLE,0,.000,0,0,0,9999
W ,J.C. Cardenas SS | TOR ,0,.000,0,0,0,9999
W ,Landon Stephens 1B | ATL ,0,.000,0,0,0,9999
W ,Jean Perez 2B | COL ,0,.000,0,0,0,9999
W ,Trent Deveaux OF | LAA ,0,.000,0,0,0,9999
W ,Garrett Boulware C | CIN ,0,.000,0,0,0,9999
W ,Dylan Shockley C | ATL ,0,.000,0,0,0,9999
W ,Ibandel Isabel 1B | CIN ,0,.000,0,0,0,9999
W ,Daniel Ozoria SS | MIN ,0,.000,0,0,0,9999
W ,Ernie De La Trinidad OF | MIN ,0,.000,0,0,0,9999
W ,Alexander Benua OF | ARI ,0,.000,0,0,0,9999
W ,Brandon Trinkwon 3B | LAD ,0,.000,0,0,0,9999
W ,Andy Perez SS | COL ,0,.000,0,0,0,9999
W ,Dominic Abbadessa OF | TOR ,0,.000,0,0,0,9999
W ,Demetrius Sims SS | MIA ,0,.000,0,0,0,9999
W ,Sharlon Schoop SS | BAL ,0,.000,0,0,0,9999
W ,Alfredo Angarita 2B | HOU ,0,.000,0,0,0,9999
W ,Troy Montgomery OF | DET ,0,.000,0,0,0,9999
W ,Luis Guerrero OF | HOU ,0,.000,0,0,0,9999
W ,Zach Kokoska OF | COL ,0,.000,0,0,0,9999
W ,Caleb Lomavita C | WAS ,0,.000,0,0,0,9999
W ,J.P. Martinez OF | ATL ,0,.000,0,0,0,9999
W ,Jace Grady OF | ATL ,0,.000,0,0,0,9999
W ,Richi Gonzalez OF | HOU ,0,.000,0,0,0,9999
W ,Braedon Karpathios OF | SD ,0,.000,0,0,0,9999
W ,Kenni Gomez OF | HOU ,0,.000,0,0,0,9999
W ,Julio Garcia 2B | MIL ,0,.000,0,0,0,9999
W ,Bryant Flete 2B | CIN ,0,.000,0,0,0,9999
W ,Collin Ferguson 1B | COL ,0,.000,0,0,0,9999
W ,Izzy Wilson OF | BOS ,0,.000,0,0,0,9999
W ,Dorssys Paulino OF | CLE ,0,.000,0,0,0,9999
W ,Patrick Romeri OF | STL ,0,.000,0,0,0,9999
W ,Jack Brannigan SS | PIT ,0,.000,0,0,0,9999
W ,James Jones OF | LAD ,0,.000,0,0,0,9999
W ,Mitch Reeves 1B | CLE ,0,.000,0,0,0,9999
W ,Zach Borenstein OF | NYM ,0,.000,0,0,0,9999
W ,Logan Tanner C | CIN ,0,.000,0,0,0,9999
W ,Joan Delgado OF | CHC ,0,.000,0,0,0,9999
W ,Chris Baker SS | SD ,0,.000,0,0,0,9999
W ,Rene Garcia C | MIL ,0,.000,0,0,0,9999
W ,Nick Basto 3B | CHW ,0,.000,0,0,0,9999
W ,Michael Strentz C | LAA ,0,.000,0,0,0,9999
W ,Alberto Triunfel 2B | LAA ,0,.000,0,0,0,9999
W ,Drake Osborn C | ARI ,0,.000,0,0,0,9999
W ,Tanner Nishioka 2B | BOS ,0,.000,0,0,0,9999
W ,Juan Uriarte C | NYM ,0,.000,0,0,0,9999
W ,Ronald Guzman 1B | BAL ,0,.000,0,0,0,9999
W ,Justin Connell OF | WAS ,0,.000,0,0,0,9999
W ,Kevin Kendall SS | NYM ,0,.000,0,0,0,9999
W ,Tre Richardson SS | STL ,0,.000,0,0,0,9999
W ,Dillon Moyer SS | LAD ,0,.000,0,0,0,9999
W ,Danyer Cueva 2B | TEX ,0,.000,0,0,0,9999
W ,Connor Marabell OF | CLE ,0,.000,0,0,0,9999
W ,Angelo Mora 2B | LAD ,0,.000,0,0,0,9999
W ,Brayan Morales OF | LAD ,0,.000,0,0,0,9999
W ,Aeverson Arteaga SS | SF ,0,.000,0,0,0,9999
W ,Charlie Condon 1B | COL ,0,.000,0,0,0,9999
W ,Matt McPhearson OF | ARI ,0,.000,0,0,0,9999
W ,Brett Vertigan OF | ATH ,0,.000,0,0,0,9999
W ,Chance Sisco C | STL ,0,.000,0,0,0,9999
W ,Frank Nigro C | MIN ,0,.000,0,0,0,9999
W ,Curtis Terry DH | BAL ,0,.000,0,0,0,9999
W ,Malvin Valdez OF | CIN,0,.000,0,0,0,9999
W ,Luis Silverio OF | ARI ,0,.000,0,0,0,9999
W ,Juan Ciriaco SS | COL ,0,.000,0,0,0,9999
W ,Joe DeCarlo C | SEA ,0,.000,0,0,0,9999
W ,Forrest Wall OF | SD ,0,.000,0,0,0,9999
W ,Mark Contreras OF | BOS ,0,.000,0,0,0,9999
W ,Kahlil Watson OF | CLE ,0,.000,0,0,0,9999
W ,Cole Foster 3B | SF ,0,.000,0,0,0,9999
W ,Patrick Clohisy OF | ATL ,0,.000,0,0,0,9999
W ,Alex De Goti 2B | TEX ,0,.000,0,0,0,9999
W ,Stephen Bruno SS | CHC ,0,.000,0,0,0,9999
W ,Junior Arias SS | SF ,0,.000,0,0,0,9999
W ,Alay Lago 3B | ATL ,0,.000,0,0,0,9999
W ,Zach Davis OF | CHC ,0,.000,0,0,0,9999
W ,Zavier Warren OF | MIL ,0,.000,0,0,0,9999
W ,Dylan Rock OF | TOR ,0,.000,0,0,0,9999
W ,Hunter Markwardt OF | PHI ,0,.000,0,0,0,9999
W ,Livan Soto 2B | BAL ,0,.000,0,0,0,9999
W ,Justin Riemer 2B | BOS ,0,.000,0,0,0,9999
W ,Griffin Burkholder OF | PHI ,0,.000,0,0,0,9999
W ,Wehiwa Aloy SS | BAL ,0,.000,0,0,0,9999
W ,Braden Shewmake SS | NYY,0,.000,0,0,0,9999
W ,Ethan O'Donnell OF | CIN ,0,.000,0,0,0,9999
W ,Edwin Espinal 1B | DET ,0,.000,0,0,0,9999
W ,Victor Jesus Acosta SS | LAA ,0,.000,0,0,0,9999
W ,Jimmy Allen 2B | LAD ,0,.000,0,0,0,9999
W ,Juan Gomes C | CLE ,0,.000,0,0,0,9999
W ,Eric Wood 3B | PIT ,0,.000,0,0,0,9999
W ,Yu Chang SS | TB ,0,.000,0,0,0,9999
W ,Casey Hughston OF | PIT ,0,.000,0,0,0,9999
W ,Joey Wong SS | SEA ,0,.000,0,0,0,9999
W ,Carlos Ramirez C | LAA ,0,.000,0,0,0,9999
W ,Austin Bossart C | NYM ,0,.000,0,0,0,9999
W ,Franklin Guzman OF | BOS ,0,.000,0,0,0,9999
W ,Ricardo Gonzalez 2B | TB ,0,.000,0,0,0,9999
W ,Parks Harber 3B | SF ,0,.000,0,0,0,9999
W ,Jonny Farmelo OF | SEA ,0,.000,0,0,0,9999
W ,Bradley Zimmer OF | COL ,0,.000,0,0,0,9999
W ,Omar De Los Santos OF | NYM ,0,.000,0,0,0,9999
W ,Derrick Loveless OF | TOR ,0,.000,0,0,0,9999
W ,Kyle Overstreet C | SD ,0,.000,0,0,0,9999
W ,Calten Daal SS | MIN ,0,.000,0,0,0,9999
W ,Hans Montero 3B | NYY ,0,.000,0,0,0,9999
W ,Jordan McCants 2B | MIA ,0,.000,0,0,0,9999
W ,Willy Yahn 3B | BAL ,0,.000,0,0,0,9999
W ,Harrison Ray SS | TOR ,0,.000,0,0,0,9999
W ,Bennett Hostetler SS | MIA,0,.000,0,0,0,9999
W ,Junior Soto OF | CLE ,0,.000,0,0,0,9999
W ,Jose Ortiz OF | SF ,0,.000,0,0,0,9999
W ,Austin Wilson OF | SEA ,0,.000,0,0,0,9999
W ,Armani Smith OF | MIN ,0,.000,0,0,0,9999
W ,Angel Zarate OF | CLE ,0,.000,0,0,0,9999
W ,Tyler Hill OF | COL ,0,.000,0,0,0,9999
W ,Emilio Guerrero SS | TOR ,0,.000,0,0,0,9999
W ,J.C. Rodriguez 2B | NYM ,0,.000,0,0,0,9999
W ,Adrian Sugastey C | SF ,0,.000,0,0,0,9999
W ,Julian Escobedo OF | CLE ,0,.000,0,0,0,9999
W ,Brett Phillips OF | CHW ,0,.000,0,0,0,9999
W ,Justin Farmer OF | SD ,0,.000,0,0,0,9999
W ,Pablo Aliendo C | CHC ,0,.000,0,0,0,9999
W ,Brock Jones OF | TB ,0,.000,0,0,0,9999
W ,Brett Auerbach 2B | SF ,0,.000,0,0,0,9999
W ,Jeff Glenn C | NYM ,0,.000,0,0,0,9999
W ,Spencer Nivens OF | KC ,0,.000,0,0,0,9999
W ,Austin Fisher SS | CLE ,0,.000,0,0,0,9999
W ,Colin Davis OF | SEA ,0,.000,0,0,0,9999
W ,Amalani Fukofuka OF | KC,0,.000,0,0,0,9999
W ,Gilberto Celestino OF | NYM ,0,.000,0,0,0,9999
W ,Gregory Barrios SS | TB ,0,.000,0,0,0,9999
W ,Josh Hammond 3B | KC ,0,.000,0,0,0,9999
W ,Dayron Varona OF | TB ,0,.000,0,0,0,9999
W ,Allan Castro OF | BOS ,0,.000,0,0,0,9999
W ,Dexter Kjerstad OF | MIA ,0,.000,0,0,0,9999
W ,Ricardo Genoves C | TB ,0,.000,0,0,0,9999
W ,Sandro Fabian OF | TEX,0,.000,0,0,0,9999
W ,Alfredo Duno C | CIN ,0,.000,0,0,0,9999
W ,Mishael Deson OF | BAL,0,.000,0,0,0,9999
W ,Abraham Almonte OF | NYM,0,.000,0,0,0,9999
W ,Caleb Farmer C | WAS ,0,.000,0,0,0,9999
W ,Chris Newell OF | LAD ,0,.000,0,0,0,9999
W ,Zeke White OF | CIN ,0,.000,0,0,0,9999
W ,Jake Anchia C | CLE,0,.000,0,0,0,9999
W ,Yasiel Balaguert 1B | CHC ,0,.000,0,0,0,9999
W ,Art Charles 1B | MIL ,0,.000,0,0,0,9999
W ,Jett Williams SS | NYM ,0,.000,0,0,0,9999
W ,Jonathan Arauz 3B | LAD ,0,.000,0,0,0,9999
W ,Yolmer Sanchez 2B | LAA ,0,.000,0,0,0,9999
W ,Johnathon Thomas OF | WAS ,0,.000,0,0,0,9999
W ,Miguel Pabon SS | CHC ,0,.000,0,0,0,9999
W ,LJ Hatch SS | COL ,0,.000,0,0,0,9999
W ,Preston Scott OF | TEX ,0,.000,0,0,0,9999
W ,Jace Bohrofen OF | TOR ,0,.000,0,0,0,9999
W ,Austin Hendrick OF | CIN ,0,.000,0,0,0,9999
W ,Paul Hendrix SS | CLE ,0,.000,0,0,0,9999
W ,Rafael Ortega OF | NYM ,0,.000,0,0,0,9999
W ,Ryan Aper OF | MIA ,0,.000,0,0,0,9999
W ,Nik McClaughry SS | SD ,0,.000,0,0,0,9999
W ,Tyler Filliben SS | PIT ,0,.000,0,0,0,9999
W ,Dean Nevarez C | SEA ,0,.000,0,0,0,9999
W ,Logan Taylor 3B | SEA ,0,.000,0,0,0,9999
W ,Daniel Pinero SS | DET ,0,.000,0,0,0,9999
W ,George Lombard SS | NYY ,0,.000,0,0,0,9999
W ,Mason Neville OF | CIN ,0,.000,0,0,0,9999
W ,Aramis Ademan SS | CHC ,0,.000,0,0,0,9999
W ,Beau Philip SS | ATL ,0,.000,0,0,0,9999
W ,Adam Duvall OF | ATL,0,.000,0,0,0,9999
W ,Shawn Ross SS | PIT ,0,.000,0,0,0,9999
W ,Shane Sasaki OF | MIA ,0,.000,0,0,0,9999
W ,Mayo Acosta C | TB ,0,.000,0,0,0,9999
W ,Peyton Williams 1B | TOR ,0,.000,0,0,0,9999
W ,Josuar De Jesus Gonzalez SS | SF ,0,.000,0,0,0,9999
W ,Levi Jordan OF | CIN ,0,.000,0,0,0,9999
W ,Misael Urbina OF | MIN ,0,.000,0,0,0,9999
W ,Heiker Meneses 2B | PHI ,0,.000,0,0,0,9999
W ,John Cruz OF | MIA ,0,.000,0,0,0,9999
W ,Julio Rodriguez C | DET ,0,.000,0,0,0,9999
W ,Carlos Arroyo OF | TEX ,0,.000,0,0,0,9999
W ,Carlos Garcia 2B | KC ,0,.000,0,0,0,9999
W ,Randy Reyes OF | COL ,0,.000,0,0,0,9999
W ,Ismael Mena OF | CHC ,0,.000,0,0,0,9999
W ,Gionti Turner SS | TB ,0,.000,0,0,0,9999
W ,Hogan Windish 2B | SEA ,0,.000,0,0,0,9999
W ,Ryan January C | ARI ,0,.000,0,0,0,9999
W ,DJ Layton 2B | BAL ,0,.000,0,0,0,9999
W ,Jhonny Bethencourt 2B | CHC ,0,.000,0,0,0,9999
W ,Corey Joyce SS | DET ,0,.000,0,0,0,9999
W ,Luke Dickerson SS | WAS ,0,.000,0,0,0,9999
W ,Daniel Cabrera OF | DET ,0,.000,0,0,0,9999
W ,Braiden Ward OF | COL ,0,.000,0,0,0,9999
W ,Noah Perio SS | SD ,0,.000,0,0,0,9999
W ,Andrew Stevenson OF | MIN,0,.000,0,0,0,9999
W ,Riley Delgado SS | ATL ,0,.000,0,0,0,9999
W ,Joseph Monge OF | BOS ,0,.000,0,0,0,9999
