#,Name,Team,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,wRC+,BsR,Off,Def,WAR
391,Nathaniel Lowe,CIN,47,201,7,23,24,0,11.10%,24.50%,0.163,0.299,0.245,0.332,0.408,0.324,102,-0.7,-0.1,-4.1,0.3
392,Walker Jenkins,MIN,23,94,2,10,9,2,9.70%,23.40%,0.127,0.302,0.24,0.321,0.366,0.305,94,0,-0.7,0,0.3
393,Daniel Susac,SFG,21,85,2,8,9,1,5.60%,27.50%,0.13,0.3,0.231,0.281,0.361,0.281,80,-0.1,-2,1.7,0.3
394,Ryan Mountcastle,BAL,41,174,6,20,22,1,6.20%,25.00%,0.167,0.308,0.253,0.303,0.42,0.313,102,-0.1,0.2,-3.8,0.3
395,Daniel Schneemann,CLE,41,168,4,17,16,3,9.90%,27.50%,0.134,0.282,0.216,0.298,0.35,0.287,84,-0.2,-3.4,0.1,0.3
396,Everson Pereira,CHW,43,173,6,19,20,3,8.00%,32.10%,0.168,0.293,0.22,0.29,0.387,0.296,88,-0.1,-2.5,-1,0.2
397,Jesus Rodriguez,SFG,12,48,1,5,4,1,8.80%,17.10%,0.105,0.302,0.258,0.328,0.363,0.306,97,0,-0.2,1,0.2
398,Will Benson,CIN,52,211,8,25,24,5,10.70%,31.10%,0.183,0.294,0.221,0.309,0.404,0.311,94,-0.2,-1.8,-2.8,0.2
399,Jose Iglesias,,33,134,2,13,12,2,5.40%,16.70%,0.097,0.3,0.258,0.307,0.355,0.292,85,-0.2,-2.6,0.4,0.2
400,Nick Loftin,KCR,23,94,2,10,9,1,10.10%,15.90%,0.131,0.278,0.247,0.33,0.378,0.314,98,-0.1,-0.3,-0.6,0.2
401,Randal Grichuk,NYY,27,112,4,13,14,1,6.20%,21.20%,0.184,0.278,0.247,0.299,0.431,0.314,102,-0.1,0.2,-1.8,0.2
402,Alex Jackson,MIN,14,54,2,6,6,0,7.10%,31.20%,0.169,0.27,0.207,0.272,0.376,0.282,78,0,-1.4,1.1,0.2
403,Nolan Jones,CLE,36,148,4,16,15,3,11.00%,29.90%,0.144,0.314,0.229,0.32,0.373,0.305,96,-0.1,-0.8,-2.1,0.2
404,Bryan Torres,STL,21,86,1,9,7,3,11.00%,18.10%,0.087,0.317,0.262,0.346,0.349,0.311,101,0,0.1,-0.7,0.2
405,Alex Freeland,LAD,21,81,2,9,8,2,11.30%,26.20%,0.138,0.284,0.221,0.315,0.359,0.3,92,0,-0.8,0.3,0.2
406,Jon Berti,,27,106,2,11,10,5,7.10%,20.20%,0.101,0.308,0.254,0.312,0.354,0.295,87,0.5,-1.2,-0.3,0.2
407,Adael Amador,COL,23,89,2,10,9,3,9.80%,17.10%,0.134,0.285,0.25,0.33,0.385,0.315,88,0,-1.3,0.4,0.2
408,Carlos Cortes,ATH,31,124,4,14,14,1,8.90%,21.70%,0.17,0.278,0.24,0.311,0.41,0.314,98,-0.2,-0.5,-1.7,0.2
409,Mike Tauchman,NYM,25,108,2,13,10,1,12.00%,23.70%,0.129,0.294,0.234,0.333,0.363,0.311,102,-0.3,-0.1,-1.5,0.2
410,Jahmai Jones,DET,29,126,4,15,13,2,10.70%,25.80%,0.164,0.301,0.237,0.329,0.401,0.321,105,0,0.7,-3.1,0.2
411,Mitch Garver,SEA,15,64,2,7,7,0,10.80%,28.70%,0.168,0.26,0.207,0.3,0.374,0.297,96,-0.2,-0.5,0.9,0.2
412,Jonah Heim,ATL,20,79,2,8,9,0,7.40%,19.90%,0.141,0.261,0.23,0.29,0.37,0.289,83,-0.2,-1.8,1.3,0.2
413,Tim Tawa,ARI,33,129,4,14,15,3,8.00%,25.20%,0.154,0.282,0.229,0.296,0.383,0.297,88,0,-1.8,-0.6,0.2
414,Oswald Peraza,LAA,37,146,4,15,15,4,7.50%,26.20%,0.138,0.28,0.224,0.291,0.362,0.287,81,0.2,-3,-0.1,0.2
